,df3952cd-2a69-4685-a128-4707ebaf936d,b4d90c3d-c174-4379-bb7f-735956bc43d1,d49349f0-da3e-4573-b780-1fd1e9a75b86,9c88ac16-1131-4894-a89b-9819b197dc04,449f8345-f732-4c63-85fd-40444b088fb1,d2adcb6e-4f00-4b90-a4b5-ef8587232318,b8024b43-c91a-41c3-8440-dc5e287b616e,aecce2be-add3-461b-928c-2fdfbece0b9a,654e33c8-374f-4ce8-a550-f97c2bb093f6,10de5540-33ff-47fb-acf2-5f267b263fa8,779388eb-8467-40c0-87a6-4a3c29ac5d03,6ddd0ff8-3331-498d-991c-a864fa654202,a7e93e70-6e34-4264-84fe-3c5450e2a4c0,a4017d00-9cba-4fe7-a119-5af49e954985,8562a7aa-a694-4241-87e0-eebc8c5939b6,baaa9216-5723-4c6d-9131-fbe2932c894a,4f41b882-4bd7-4829-b58b-ecd727aacb08,5759aaab-b7f9-4f26-8220-3bf108ce2a05,72b2404a-d1e8-431b-b88e-ba074a93fcc7,fbe23aa4-6022-43fd-84a7-816fc26aa70b,43ed0e15-cbd1-4874-a80f-3476a933d269,20546ab7-8bc8-4afe-92f0-1f8187bd0fee,04af9077-0b70-4fed-8a2a-20dcde777ee2,94aee06f-a78c-4b09-899b-c2adc4236d59,fdbc648c-6156-4318-9b42-38cd6ae8b55d,ccc33547-bc30-418e-8199-2c8d72463d8e,8fbc742d-250d-449d-881c-cb4e8aaf9963,abc68835-423f-457b-a799-092b2773f6f2,7b618efb-e77b-45d8-8cc9-013091c47850,26089d4b-1d2b-449d-b2c8-c4bffd8d528c,98b61247-e6be-41c9-82fb-0707aed560bf,113795b5-2370-437e-abe7-b8af9b8b7e6d,a6227213-4b2d-4724-856c-5bea2305eef3,f8a645f2-d3a2-4cae-a72f-e1d60bd82521,45718b04-9e75-473d-8379-0c2b7c19a558,80830c09-b64b-444b-9345-ea0b95d29961,eadde7b6-e84c-4024-a757-27c6bd7f9898,015d9212-a8b5-41cd-ba0f-15d58cee8812,50263829-8b9a-4ce1-93cc-43fa3ff76c36,f2c1fdf5-fb77-46c2-ad66-6f619a1182d6,65a73095-0cdf-4fd4-baf4-df819119f677,fb727248-4e01-4c6d-b12b-1d5b7ca4baa8,142cee17-f038-4def-898e-06a44cb0a64d,52aada7e-991e-4592-8ea1-cae3bba3485e,af7e5686-500b-427d-8837-d0de43b2c6c5,2fcbfc64-7b10-4b42-8006-8a08c26faf99,4d2e2283-d9d8-45a3-a0d0-c77f080ce962,53baf666-fde5-4fb3-b4bc-8573b88c4c6c,4c77757e-519c-47f1-badd-3ed502c37629,2b3f8df4-dd8b-4513-9969-a07939471426,ce1a4049-39d6-4ee0-b749-736e9f5d4a75,bf7b2929-6c9e-4def-839e-1f3d0da421dd,d3e5d69d-17f4-4f56-95d8-33c772e3147f,812c8bc3-4ea9-41d2-9976-34877d45898b,eca73ec1-d809-4706-87e3-fd99181756fb,4740481c-2af3-49c3-b3d7-7a338282e646,fdf46855-e0fb-4b1b-9c90-2edea22873d6,3f092dde-71fa-42f6-b52d-77a6d01e7d07,35fba664-a88b-48dc-acd8-760420c0de3b,3ff7129d-93a7-48e2-995c-2f5bee0ab24a,94f0fd64-596a-4db6-8504-27d00ae739b9,53af003f-3a7f-4e89-8a44-389a7faa480e,33c58663-dd1a-454b-8c54-a465109b8019,9ebac7d2-9de7-4ba9-b635-feffd1f04be8,426c7680-32f7-4f5b-9ed2-e86947a09d1e,3b01d7c2-6b03-4f89-9a4a-2319be55878a,90bb103c-eeda-4413-9efa-3d67bcd82839,fcfd8c8c-9f44-4ba6-a34c-ba0ead2d1c79,a394fa35-44c4-46ff-829f-595e659ea86f,59569e70-0fba-44d9-8221-2e30f50e9c83,cde33ec3-91ac-4c33-a68f-b08e142e04a2,e3b39a93-04d2-4428-9b19-e30de286055f,d74ec796-b1ef-4836-9392-409047c97003,70b58c19-122f-4698-961e-7f71dd514dac,3e0ced40-94e0-4887-be2f-2518c9a099fc,b96b2f74-85af-47dd-b99e-cd5c95dff6cd,05cd62a2-15b9-4baf-b164-db66520d985e,2e0a4654-d541-455b-946e-b9adcd131955,ee287df7-b6a6-4761-9fbf-f0b6a7bad370,8a7d1562-3cf2-474e-8d7c-2fc4025eb8e1,fed28e91-27a6-4d8f-b66c-85c29faaa4d5,96d24a01-b8d2-4219-84c1-f7aa886716f7,aaae5cc2-732a-4101-968f-473fa165f8f3,500628e5-2fd9-47e9-8fe7-f89ccdc907bf,ee5bef82-48ff-4fea-bb80-4a8897cb971d,e581bba5-c0e5-4517-92a6-2f805f5cd376,34d09f80-34ae-4d5b-b81e-da473c28e3cf,13e6ddbf-0c45-4bb6-8631-28e294988082,b308e822-f623-454a-8eb9-6a53b4158d14,4cdc4bc3-b5f5-4cd9-9563-c016ceb29bc3,b455efbe-4c4a-446c-9d60-df4bfd282af2,6479a950-0637-4333-93ca-ed37a617989b,c2c0ab8a-bca2-4461-8e42-0d4df70fd0e6,364ffa19-1510-4cfa-a6a5-561037963b51,af8d572a-f20d-4cf4-8bc0-aff3dd8e1ce7,ffd91203-3937-4efd-a691-8ac716bc8883,2d212b26-e08d-482e-b65b-4d397f08a024,1e8ac9ce-7e05-4367-a409-0ab4e9a7fd24,5b4f993d-2919-4529-956c-df8756f67c57,65f988d8-ad7c-4041-98e0-de0ffb57271c,cb84a2e3-c183-462e-a8c1-d8bf7b338ab2,36d09982-af60-42e1-b9eb-2dde51a64daf,7b48fc83-e90c-4cc1-8f97-75194e8e53ea,f32b3b68-4b47-4ca2-b286-504f10fadd24,79c4d594-80c3-4f59-94da-877648d3a7b8,86fdb729-e0d8-4caa-9f8d-7c45dde93133,995f09f3-af9d-4af1-adaf-7ca167fa19e6,52e4b1c8-5d1e-4947-b737-a3a68c2e95c1,d2ce968e-145d-4e3b-acb6-2d348f60b9e6,3c478500-0e41-482d-a31c-95985f18c326,686426f3-11f3-44b1-bae3-b75742244513,aef874a7-de2a-4143-95fc-5af99e2fb719,1bff2ada-3bd5-4d79-a4cd-908ec885f43e,f9bcadb2-fc9e-4366-8e51-c1bd5c76e64b,8c0d5dcb-4e10-4dd4-b99e-971ac97deefa,920fa077-2cc9-4f8f-b448-6afb1ac7d03f,58dac2e9-7732-4144-b977-e81832f7a694,755360c4-de85-46dd-b9bc-95b115361154,00fb1709-3c81-433a-ac43-378be5cc19ec,e90aab3a-f6ce-4c87-9508-8bc3f8250208,99a9c9e6-f91b-4336-9d8e-15ed9e96aaab,0490a198-b53f-460d-8bff-d1a59c384226,888fcbba-c4e9-4295-ae9e-68d331598632
UNC13C,51.39270817240847,37.785107369071525,34.98547813996601,37.105978680673566,32.95380812606211,50.147458674494054,48.28487563726247,39.549899582882745,43.024795303568666,37.75336011123127,32.42793140738452,34.76479221381122,39.5042484164993,44.77213038776456,39.31878572532056,38.074154178896954,87.3642824038313,48.72470261084505,39.29105515217056,39.928394871002624,36.486945774756684,44.05808744013595,52.10180750811061,41.939363509964465,40.19450023173181,35.45342190638035,57.33616561099954,40.263247335084195,41.82087131160204,28.84087749111695,38.32179823883825,32.953730882125754,36.4962150471188,37.25498223389464,29.01629847057006,26.671867758380966,42.32635563108296,47.085895257222305,37.6008805808744,53.962613934806114,39.45612544415263,36.59083886914877,54.182527421597406,36.65850455739224,50.677043102116485,40.12590761625212,39.13703074308667,35.61030434110922,42.135949327977755,33.28448941758072,43.117719758998916,42.73930171481539,29.414104742777692,35.639966012668005,53.16213502240074,40.18561717905144,43.50061795149081,40.612853391008805,38.320562335856636,35.42963077398424,38.81700911478449,30.411787424687162,40.42939904217519,32.867294917348985,41.27267109531902,41.83299860960915,41.184072300324424,37.95751583500695,46.95604820021628,48.28943302950719,34.05654256140893,32.93905453421906,41.87656418971111,45.73219527267109,35.946083732427006,40.65108913950255,36.82372933724702,36.637725938513825,36.01081415108914,34.95674339564344,34.2671867758381,37.751351768886146,33.59918121427468,37.69596786652248,41.067511200370774,44.20809516452958,44.16839178124517,40.03182450177661,61.106751120037075,41.64568206395798,39.82473350841959,33.79043720067975,32.56805190792523,38.17990112776147,41.271589680210106,39.54572841031979,40.692646377259386,49.928858334620735,35.23721612853391,31.89309439209022,35.94245326741851,29.600880580874403,39.70392399196663,24.259771357948402,54.980071064421445,36.79754364282404,35.04696431330141,33.932488799629226,34.5115093465163,43.27614707245481,41.88112158195582,49.850301251351766,48.87362892012977,35.70384674803028,36.646686235130545,33.91479993820485,30.156032751429013,35.47505020855863,38.30302796230496,43.55607909779082,43.67549822338946,48.47535918430403,44.012668005561565
BRAF,83.36975806451613,59.178629032258065,60.79354838709678,58.361693548387095,63.12540322580645,83.09516129032258,74.10564516129033,64.7483870967742,74.7366935483871,60.74032258064516,53.80806451612903,57.9,62.74717741935484,73.44193548387096,52.16935483870968,59.1508064516129,97.59717741935484,72.75403225806451,65.99798387096774,65.73427419354839,64.15806451612903,71.63185483870967,79.69798387096775,74.5741935483871,56.361693548387095,59.28306451612903,97.12137096774194,68.65766129032258,73.40846774193548,49.25846774193548,63.15564516129032,54.708467741935486,58.00846774193548,64.3850806451613,51.01008064516129,43.28306451612903,82.53145161290323,73.57379032258065,67.10806451612903,88.14596774193548,73.9866935483871,61.98306451612903,112.3016129032258,64.43427419354839,83.025,65.73104838709678,79.04556451612903,53.258870967741935,67.22862903225807,59.990725806451614,73.05967741935484,70.29798387096774,48.33225806451613,58.69475806451613,86.78629032258064,61.05040322580645,72.83024193548387,65.14112903225806,61.88991935483871,58.1241935483871,57.82822580645161,90.24677419354839,70.09032258064516,52.06008064516129,73.71854838709677,65.76048387096775,78.06612903225806,67.09395161290323,71.63346774193549,76.83709677419355,55.63346774193548,56.696774193548386,70.29556451612903,73.86895161290323,59.95,68.87943548387096,57.725806451612904,62.23104838709678,59.67056451612903,63.25524193548387,56.318548387096776,59.87540322580645,57.648387096774194,65.98870967741935,64.46854838709677,73.13790322580645,80.00362903225806,59.596774193548384,95.31572580645161,67.51895161290322,67.22782258064517,55.22540322580645,50.755645161290325,63.98185483870968,67.59153225806452,68.7625,64.02379032258065,81.01048387096775,78.225,54.55927419354839,60.47459677419355,46.160483870967745,64.33346774193548,39.79435483870968,87.74596774193549,59.73266129032258,60.09879032258065,61.54717741935484,57.8,55.598387096774196,73.67540322580645,78.68790322580645,86.9133064516129,72.04798387096774,59.26169354838709,55.30201612903226,55.21653225806452,57.86814516129032,64.47137096774193,73.72137096774193,68.16935483870968,75.99677419354839,77.32620967741936
PIK3CA,49.083140877598154,35.272957219839434,33.64995051138238,32.8032552512922,29.617507973166173,48.39887825800066,42.98614318706697,37.97580556472011,41.11789288463653,32.714835587814804,30.121302100516882,30.705707687231936,37.49961508852964,33.91861871769493,31.838557131859673,31.869350049488617,58.35356867920378,43.36973496095898,28.376773342131308,37.1899263169471,32.72583305839657,40.53700648850764,46.65467942373254,33.2409545804465,36.73155174309909,34.80688441658418,57.6830528978335,37.72000439898823,37.41559441328494,27.344440778620918,34.86935004948862,31.407456285054437,45.18904651930056,33.33146376333443,28.15572418343781,25.02958319586495,30.580666446717256,43.31166831628725,33.53304739909821,48.69602991311998,34.111734301110744,35.123281645221596,58.26767843396019,34.96458814472671,36.942703178269,35.79445727482679,51.26283954690421,30.041130539975807,36.21676014516661,31.098097437589356,36.24227427691631,39.33465302980314,26.669306059606292,32.73144176839327,52.191795886946004,35.959419333553285,40.89398438359177,38.682612999010225,34.00450896293852,31.799516111294402,27.879247773012207,53.18640712636094,36.902452435939736,38.7422192895634,36.41944352798856,38.808753986583085,36.756516001319696,33.52776861321896,43.82371054657429,45.824700318926645,30.611129440228748,43.79621687011987,36.40613658858462,40.82261079951611,33.06323545584515,34.424502364456174,34.780710436599584,32.002199494116354,33.763334433080395,31.653249752556913,32.112724073463106,31.4477070273837,32.16133289343451,32.90256241064555,39.884086660068185,38.78378972836248,40.19784449576597,36.976795337072474,59.83470801715605,41.36731551743099,36.589574397888484,30.210491586935007,29.366985593313537,35.56548993731442,36.75299681073353,39.009897723523586,37.448146926206974,49.41647421093148,30.8212911030463,28.029473221159133,34.342131309798745,29.320576267458485,35.60035191905862,22.4346200373914,49.36478609919718,31.7291322995711,34.189816342241286,30.136148685802265,32.41900362916529,28.76861321895964,42.169141097547566,46.5155614208732,44.71241614428681,33.861871769493014,33.453205762674585,30.63675354668426,28.574617837897282,32.4383591773892,34.14395688991532,38.13669855933136,39.95183107885187,45.424832288573626,40.81469262069724
PLXNA4,21.862541708980125,17.307558392572176,23.6418105324242,24.89663426664732,22.326127955897288,22.642463368634846,19.640142173219207,19.305890033367184,27.5713767590309,17.538807485855216,18.74082402437255,17.711881619033804,18.606629914405918,31.058247497461192,16.486072827506167,25.557086899753372,24.790947337879008,20.575076164224576,25.1588568112578,24.75641955607138,28.140214710575947,21.88444799071522,20.26374582910199,32.612577977658496,22.93754533584796,16.764616277382853,23.681053242419846,25.52147105759466,28.630132017989265,14.468591324532134,17.967938488321487,16.576164224575656,16.55672421296968,26.628318584070797,21.99724358044393,12.721166400696358,34.885536051066296,21.97279849122298,25.895763818366458,23.50275641955607,28.208399825910345,18.03742927607718,30.651312926156972,23.239373277237778,19.991222979834614,26.4434208617438,20.689032351661105,25.43754533584796,26.35666618308429,17.943928623240968,20.674960104453795,27.35151603075584,14.237269693892355,24.179022196431163,24.62752067314667,18.01936747424924,22.502974031626287,18.495937908022633,29.66719860728275,22.660960394603222,22.847526476135208,23.033657333526765,22.4183229363122,15.438923545625997,26.432975482373422,21.7096329609749,22.330552734658347,26.559553169882488,17.956695198026985,22.23240969099086,16.485565066008995,16.690192949368925,28.41563905411287,26.56136660380096,24.794429131002467,29.292180472943567,18.48338894530683,23.189830262585232,17.56252720150878,19.25446104743943,18.230451182358916,23.81234585811693,21.805164659799797,26.270056579138256,16.314884665602786,27.384883214855652,31.860147976207745,18.623821267952994,24.04366748875671,25.68997533729871,19.20977803568838,21.95343101697374,15.98476715508487,25.446975192223995,20.90758740751487,26.644929638763962,20.83729870883505,20.497098505730452,31.007108660960395,21.357391556651674,24.422167416219352,13.82482228347599,19.52669374727985,11.467358189467577,23.554838241694473,27.371536341215727,18.051138836500797,16.968663861888874,23.241839547366894,20.108008124183954,20.251196866386188,19.004932540258235,31.581314376904107,27.746336863484693,23.316625562164514,23.805962570723924,21.698607282750615,24.038372261714784,21.733062527201508,31.037574350790656,21.42920353982301,20.21485565066009,27.448933700855942
FBN2,63.375044915558746,43.69151994250809,49.862648221343875,46.58165648580668,43.924182536830756,59.527667984189726,57.18316564858067,48.55587495508444,58.9604743083004,47.19484369385555,41.386273805246134,41.92301473230327,48.33300395256917,59.35950413223141,48.34189723320158,49.491196550485085,74.58228530362918,54.14355012576357,45.502245777937475,51.49299317283507,75.94196909809558,53.46101329500539,59.51805605461732,58.86309737693137,55.29482572763205,44.46631333093784,72.39561624146604,53.60618038088394,56.93298598634567,37.92885375494071,46.579590370104206,40.19358605821056,45.486884656845135,53.65271289974847,43.98122529644269,33.92885375494071,58.57123607617679,58.4102587136184,50.05084441250449,65.64714337046352,53.394268774703555,45.03799856270212,75.93460294646066,50.31539705353934,53.642741645706074,51.850610851598994,63.599532878189,46.220445562342796,56.20768954365792,42.98239310097018,48.212540424002874,56.20750988142292,35.458318361480416,46.937836866690624,67.1203736974488,44.79608336327704,51.62288896873877,48.3796263025512,51.7502694933525,46.97897951850521,46.705713259072944,65.50521020481494,52.34432267337406,41.074559827524254,56.682357168523176,51.6903521379806,47.734369385555155,52.523715415019765,56.62782968020122,58.43280632411067,41.89193316564858,41.053629177146966,54.51796622349982,59.992454186130075,48.49200503054258,56.40298239310097,45.42885375494071,48.182357168523176,44.686399568810636,45.295813869924544,42.67570966582824,49.12836866690622,43.6297161336687,49.584081925979156,48.74694574200503,56.761588214157385,60.894178943586056,47.55174272367948,71.73643550125763,54.35267696730147,49.12720086237873,44.207330219187924,37.66600790513834,54.312163133309376,49.49092705713259,54.52632051742724,49.742633848365074,60.517157743442326,56.31674452030183,40.49092705713259,48.59863456701402,35.5801293568092,46.83794466403162,28.88402802730866,66.36157024793388,50.16717570966583,44.63268056054617,41.5095220984549,46.745418613007544,45.15882141573841,53.2704814947898,56.53799856270212,67.42696730147323,48.723409989220265,48.99910168882501,45.36462450592885,41.09513115343155,49.6203736974488,49.83713618397413,58.96343873517787,53.80767157743443,58.690621631333094,58.91690621631333
USH2A,57.755388444632736,43.66318911189959,46.1478049038818,46.07488216914685,40.934226552984164,54.194619499020284,54.19811470634963,45.508393793359105,55.240851559603875,39.78859291426151,47.48435100354816,39.347508340835674,43.042207276386165,56.866811417677276,58.91696234708468,47.63003759995763,67.60260551819097,48.55287825027803,44.012974633268016,50.45856061007255,70.2892019276598,49.42212572154848,53.95837525816872,56.19467245670709,51.871048032621935,39.26997828734841,71.85823227241434,51.755388444632736,53.11486522268707,34.7673568818514,42.69877667743473,38.32669596992003,53.84652862362972,50.357146639834774,48.03135095059048,28.624582958216386,83.38362548323889,51.52724672986284,49.10273791240799,59.33522215749616,62.63861674522057,39.88349308902187,77.35259227876927,46.52581687231902,47.70253667319812,49.856696499496906,66.82603399883493,43.51750251549012,51.645130540697984,40.67859979876079,54.18593443838373,54.32537202774983,32.462638351956784,45.0135042101361,60.44246147328285,43.87729703966531,48.507917174177834,44.76004872107186,47.94010485621988,44.40025419689668,47.65964094688344,89.55579092305248,44.63734576073717,46.65498067044432,52.92040459672722,47.13472435524017,57.56913626012816,49.35359847481862,50.99364507758301,54.78027855743261,38.288354604670864,37.116083249483665,51.81131176190224,55.70529047291215,45.60906635598157,51.7673568818514,51.03267489276068,46.38579674839803,40.3451252449293,55.94397076735688,37.52136842662713,46.918868823809774,41.602022983636076,47.99756394640682,61.08346131440979,55.60578297939946,58.95773976592702,41.51390139278716,62.23100142985754,52.52210983424244,43.67102684954721,43.797066144150826,34.96467722289891,50.92130487740295,45.40856855372557,57.25499126198168,45.18016205052163,52.519038288407565,73.34629031403908,43.35915903193349,48.66218291585024,32.88481703119208,43.99624000423662,26.779272361383256,61.0379177037547,47.86336916803474,39.835619340147225,40.248530424191074,43.03383996187046,72.58772440819784,47.15071757665625,50.845575385267175,60.61293226711857,61.2621935073876,46.33252131546894,43.771222792988404,44.870730286501086,44.04517290684743,43.01890589419054,56.60006354922417,47.836413705449345,50.31525710956945,59.42683895567442
BIRC6,84.62809654206202,58.66579634464752,63.244411895816086,63.234795898872825,57.56829905113673,77.37929058141756,75.3720308221359,63.61026555435267,76.45367127300516,57.47850729160033,52.5288161497803,52.91695854295357,60.419473985862574,70.59020569317964,53.375851748073615,62.67770489715341,97.30440043303827,72.09475896325543,61.66242119340254,69.09495000955232,64.49232630707507,69.18907215181812,79.94402343501241,68.04222123161179,69.76864293447112,58.54480035661975,95.38018213080304,71.18652486785965,73.07196077182704,45.92039737629752,58.56224925173534,53.29905113672547,58.185697000573136,68.4413806279055,54.24867859644654,41.53594854486404,74.01006177163599,75.21148825065274,65.88244284531618,86.48328344902248,64.46379672674011,58.46857288416226,99.6688530853977,65.01413742596957,71.25670254091575,67.05170986435714,96.52359421766542,58.93612685474113,69.4082022543463,55.81710501178119,61.31395274788257,73.46099471438579,48.13589759918487,60.31045023243966,87.17226007769216,61.25823091129084,68.4217665414252,62.77373750238808,66.0212698210533,61.129847799783484,51.919251098516206,46.96688530853977,63.22976501305483,53.52843405718652,73.20556581544928,67.45449914029166,62.202636438897024,66.86607654588295,71.5206011590142,75.65267783226135,53.81124625867669,53.83086034515698,72.97694708017576,79.97210724065465,63.31025918614277,70.38820607527224,57.19149207157868,64.3507610010826,58.95765140419028,59.01884990129275,54.36286059988537,61.87581990702414,55.85900783289817,67.0199324969751,64.9477169967522,73.88186970642552,77.32350506272687,62.61835318092084,98.90727886391136,71.46659873909444,63.08036680889002,57.95841558937783,49.0348341081322,68.89651658918677,64.07017767305611,70.4693370693498,61.51512449850347,79.1065401515634,60.11017003120423,52.595491307393495,61.15079921034197,46.79093166910781,61.78800229255556,39.03547092912182,85.99012927466089,62.63446475195823,58.189072151818124,53.56721645545437,59.52009170222251,77.71655097752021,68.82022543463033,77.90122906450996,86.27529771381265,64.2368337260396,64.14786983378973,60.62306565624403,55.10157294784436,64.04476851557027,63.331592689295036,76.24664076927975,67.64427179519836,77.63306374578106,77.30828504107495
ASXL3,35.96755994358251,26.738804654442877,29.020715796897036,27.40497179125529,26.122267277856135,34.29927715091679,32.48113540197461,26.623501410437235,33.746297602256696,25.21500352609309,18.59070874471086,23.964915373765866,27.007757404795488,31.25934414668547,29.043106488011283,29.512341325811,42.55209802538787,31.198871650211565,23.32713328631876,29.230870944992947,29.411406911142453,30.974083215796895,35.659643864598024,32.389985895627646,30.975141043723553,24.025476022566995,39.32457686882934,32.463416784203105,34.89880112834979,20.711124823695346,27.052362482369535,23.285084626234134,25.7388928067701,30.789668547249647,24.503614245416077,19.058356840620593,28.347232016925247,33.87385401974612,30.15558885754584,34.83277503526093,27.589033850493653,25.06567348377997,36.478755289139634,29.63478490832158,28.588328631875882,30.579954160789846,30.603402679830747,27.798307475317348,31.907968970380818,24.57678067700987,30.491184767277858,31.34123765867419,19.066290550070523,28.656734837799718,37.811001410437235,26.948871650211565,30.151798307475318,26.537729196050776,30.62147390691114,26.27997179125529,24.106840620592383,21.353314527503525,28.730782792665725,22.6973730606488,32.99268335684062,30.495504231311706,26.90752820874471,30.772478843441466,31.425158674189,33.94992947813822,22.230077574047954,22.948871650211565,33.01163610719323,34.39853667136813,26.876410437235542,34.302803244005645,26.400828631875882,26.901798307475318,25.09626234132581,25.750793370944994,23.210331452750353,28.978138222849083,24.293723554301835,28.199224259520452,26.892630465444288,34.51921720733427,34.95398448519041,25.664580394922424,37.95010578279267,31.277239069111424,26.945081100141042,27.33824047954866,22.077926657263752,30.605165726375176,28.527062764456982,31.81320521861777,26.315320874471087,31.371033145275035,18.10948519040903,23.387782087447107,29.776533850493653,21.25978490832158,27.42198519040903,16.992859661495064,38.59194287729196,29.293899858956276,25.935648801128348,24.212358956276447,26.886547954866007,40.42551128349788,28.102521156558534,32.77953102961918,38.46949929478138,29.016396332863188,27.569816643159378,26.162817348378,21.846438645980253,27.453896332863188,27.556241184767277,34.27529971791255,29.912023977433005,31.635313822284907,32.619093794076164
PKHD1L1,98.79955643927806,73.11196084429488,70.12779137350871,70.83198225757113,65.04512083205873,94.80896298562251,90.39805750994188,76.1287090853472,84.78869684918935,71.37962679718568,60.17765371673295,67.15654634444785,75.83144692566535,93.96841541755889,85.4463903334353,70.22285102477822,117.05536861425513,85.30269195472621,69.01866014071581,77.29756806362802,73.19264301009483,83.96688589782808,94.59238299174059,73.61371979198532,78.70564392780666,70.09674212297338,112.53548485775467,79.25711226674824,81.04749158764147,58.587488528602016,70.96313857448762,62.85507800550627,72.02508412358519,75.17688895686754,61.31416335270725,48.99954114408076,84.36937901498929,90.37289691037014,73.53969103701438,103.71168553074335,78.4811869073111,68.33871214438666,116.85255429795045,72.1001835423677,74.196772713368,78.41602936677883,100.55490975833588,68.78732028143163,79.08855919241358,64.66358213520954,80.11486693178342,83.2743193637198,55.41847659834812,70.87434995411441,105.17237687366168,72.67964209238299,80.34414193943101,78.409681859896,73.77401345977363,68.62106148669318,59.76651881309269,106.64958702967269,75.32112266748241,80.52913735087182,81.21688589782808,78.04351483634139,73.12993270113185,74.52707249923525,86.63933924747629,90.60515448149282,63.67191801774243,63.14836341388804,78.97713368002447,87.97904557968798,67.53319057815845,80.56118078923218,95.64339247476292,71.73891098195166,70.19761394921994,64.46413276231263,64.66174671153257,70.31018660140715,62.86670235546038,70.02378403181402,78.95694401957785,84.16564698684613,86.37610890180483,72.75068828387886,115.38811563169165,76.70786173141633,73.3889568675436,66.27691954726215,59.73524013459774,77.42306515754053,76.94661976139493,84.96061486693178,77.09834811869074,94.37427347812786,67.22881615172835,65.26973080452738,74.78548485775467,56.68912511471398,75.15585806056899,45.18117161211379,101.37955032119915,71.54389721627409,70.8674671153258,64.76108901804834,66.36631997552769,132.17252982563474,82.34597736310798,91.21910370143775,94.37695013765678,79.56821657999389,71.21497399816458,65.9612266748241,58.675206485163656,69.63903334353013,70.41702355460386,84.53693790149893,81.80819822575711,88.19325481798715,86.71382685836647
ZNF804A,69.82302771855011,50.06737739872068,48.10191897654584,46.0816631130064,41.643923240938165,67.41535181236674,61.341577825159916,50.79488272921109,54.27910447761194,43.55181236673774,45.43347547974414,43.85948827292111,50.122174840085286,51.077398720682304,46.78123667377399,45.70511727078891,80.8684434968017,59.81108742004265,44.96183368869936,50.35884861407249,44.663752665245205,56.63731343283582,69.41705756929638,46.0317697228145,54.859275053304906,45.4046908315565,83.84797441364606,51.5409381663113,54.87505330490405,37.373773987206825,49.1545842217484,42.38805970149254,49.033262260127934,54.426652452025586,38.78422174840085,35.56908315565032,55.3773987206823,63.88912579957356,49.89509594882729,76.23518123667377,45.96972281449894,46.89232409381663,82.34925373134328,48.405117270788914,64.31876332622602,49.70746268656716,54.3908315565032,43.16332622601279,54.89339019189765,46.37953091684435,50.94498933901919,52.62132196162047,39.275266524520255,45.594882729211086,71.85863539445629,48.467377398720686,55.657356076759065,54.26908315565032,45.343283582089555,44.085287846481876,36.147121535181235,39.697441364605545,52.91535181236674,43.82537313432836,49.78038379530917,57.54626865671642,53.359275053304906,50.54626865671642,65.48144989339019,66.17718550106609,43.603837953091684,42.76865671641791,51.28742004264392,54.29189765458422,44.14498933901919,54.15565031982943,47.72686567164179,46.75223880597015,46.775266524520255,47.46417910447761,43.16652452025586,48.93262260127932,40.08464818763326,49.92814498933902,58.060554371002134,53.06759061833689,55.45650319829424,51.40490405117271,78.20426439232409,52.31471215351812,49.08805970149254,42.74690831556503,39.46183368869936,52.18997867803838,52.52707889125799,50.211087420042645,51.203837953091686,68.21876332622601,42.833688699360344,36.17547974413646,45.833688699360344,40.70810234541578,49.4501066098081,31.277825159914713,69.82771855010661,44.13603411513859,44.54307036247335,43.320255863539444,42.917057569296375,55.825799573560765,56.95181236673774,61.205543710021324,62.43539445628998,44.03539445628998,47.44690831556503,41.9134328358209,38.26289978678038,44.427505330490405,49.81748400852879,56.59786780383795,56.87654584221748,63.015778251599144,54.830490405117274
