,011fa5be-ece3-441e-896d-40c4b68b7905,069f4aea-081a-46b4-9528-be7e44e1e0c3,0ef10e66-7fd4-4d07-9877-0a9e142e4732,0f321324-0481-436b-912b-fcbcfa1740ba,102b3ede-8d6a-482c-8f8c-904d66780afb,1553d76d-8835-4384-9c66-27d225de04c3,17d265eb-4ac8-4b3d-ada5-30ad3401628b,2090559c-0fe7-417b-80f6-3fb5179fee29,22d00327-e962-4a4e-945b-75d2c9ed4b7f,236fe58d-18f3-42f7-af7c-5e82c62aae70,24a1145e-6cdc-4232-af99-15e7b1779b7e,29e5b38e-4648-4beb-8628-a2ffa09e5a5b,2defc198-6b45-4678-991c-9d5b0de089e4,30b22957-5f72-408c-85af-d3d54c13ff94,32bfc702-b93d-42ab-809e-a538ed0b6e46,34bc22c4-aeae-4b65-8bc0-81c43a653374,37941d0c-0412-4099-bdb6-4b751ed985bb,39d19e04-98db-471f-864f-4ca65667dde3,3d81ec72-4295-4a19-ad04-3fff3cf1f91c,408b0c94-dda2-4414-98fa-8bd68f803f43,415234a8-35be-44d6-b6c5-0391b98c15a7,418a75a1-d47e-48e2-b8d3-c5cf81707f58,429e286c-9f4d-4c4a-9e14-faaf526035fc,49559622-64d1-4f8a-9070-bd822bf3cec9,4b6220ee-a4f0-4366-81fc-2d5d76fa0d16,4cb9b4e4-2253-4ec0-b557-768038627ca3,4ea5af8e-c02b-4745-a78d-58d4bc30e4e2,5340d7c1-dc3c-4d4a-9e5f-a4f2f0d37f43,549ec67b-4b32-4615-8943-eb31a5248611,596d535e-804c-4c0c-a720-cf442c255b48,59b21bd1-e768-46b8-8778-bdbea60377da,6056f026-c894-4fd1-a427-db921f58d10e,62766e3c-0392-4320-a6b7-bf8932682c29,6871b3c3-0510-4e02-b838-3022a353061e,6b9ffbbb-82d2-4d85-bc3d-dcae3bf9bd75,7268a915-b727-4288-b330-9e1c62d1818d,7a73c623-4b47-4d8a-bd5f-f110b5916554,7c4ab5fb-7450-40c1-aab0-1ad03da033e5,80d10465-4005-4b7e-b88c-55971fcf32d4,82a65dea-4c13-4df2-a4d8-81ed0875b550,84d59770-b03c-4f5c-a19b-987910f7b71c,877deb5f-aa25-4a0c-98d4-b84fa119d348,87a333b0-a8c1-40e5-b625-25cd508c141e,8b9f04e3-13dd-4051-bf5b-774539cc294a,90e1c8c3-a7e2-4d43-ac39-f8aac4a175e5,916e6849-c05b-4b24-8bb7-d272e4bf8d6e,94ff0aed-a78d-40a5-8559-3ee2072f98e4,9943b9bf-e0e8-4eb7-bae0-853611a40ee3,9a8cebde-0071-4405-8c1c-28dd6ff0dde5,9c9e5200-0cf5-422b-96a3-efce3949bbc5,9e605693-3c13-4e7f-a9c4-e3d17b149d73,a215e3e4-04f2-43a7-a546-2373476aa7be,a491de58-f505-4ec3-8ce0-717901943c8d,a61b12ad-e025-4310-b3c6-352152a4d197,a98c6e1b-8f50-4bf5-8a82-ccfaefd1b203,ad3f49de-5b64-406d-b41d-c02a098e02c4,adcec73f-37c2-4d16-a18b-b9efc0e2a056,b2c9bc0b-3deb-4bab-814c-62d3052584c0,b2ef9fef-318c-4673-ac67-40a85080e9ae,b3698278-2558-415c-896e-94ac896725d9,b609c5b9-cda6-43ac-8b00-28f74aaa5f6e,b64c6ed7-98ff-43ad-91ff-13badc7e4b17,b80b7735-dc4c-4965-b6ed-7c910f2d317f,b91d9f87-82e8-4f47-bcc0-b87fdaa4acec,bc247691-18aa-4421-8e2a-84f22a2e7002,bdbcc9cc-ac8e-4f7c-a08b-72a1c75b6a4b,c81b709f-f27f-473e-bfbf-54d93d5d2f42,c846e9f0-155c-4f65-ac13-82536e6ffdc6,cabb3966-92f9-4d60-886b-d5647b837f90,d07b8988-cd5a-4cd6-a19b-a1f18a3342f3,d489530e-c6f5-4f2d-89d5-220d465f62cd,d7f96826-6058-4c3e-b62d-fc47959bc9c0,d82a7411-9ffb-47a3-ab12-b153385b50b4,da5008ee-bfa3-418f-9f5c-1a690484e2d9,dab10a0e-fd6e-4bba-a65b-2ffb691a2a14,db9ab3db-8ddf-4d27-9018-3e8cb3eeaa93,e53c8be1-db61-4c32-aeb8-33efc3e71671,e5ead5be-a08e-4595-9a3c-dd02934e7534,ec7d4a5f-2745-4058-a0bd-a2e5d22d0a33,edda5930-fa83-4207-85ac-9176100b72f8,f15de1b0-ec61-4342-8166-e64101f1f7c1,fae90369-a2a6-4ff6-b0a1-744303eaca06,fb0cb462-2294-4e0f-b317-15564db7e222
TRRAP,71.98991262907069,87.49690230341541,110.93804606830818,146.06719618745035,112.09952343129468,73.76115965051628,126.58196981731533,80.6823669579031,212.26433677521842,87.44447974583002,77.56997617156473,91.04162033359809,136.56648133439236,59.84908657664813,112.0902303415409,88.12740270055599,81.92835583796663,68.28983320095314,89.19396346306593,69.67196187450358,71.17394757744242,65.53240667196188,69.12557585385227,77.78617950754567,79.41302621127879,83.22271644162034,57.199046862589356,71.00349483717235,85.58856235107228,71.35893566322478,92.1602859412232,148.6251787132645,82.36052422557586,90.33478951548848,115.91842732327244,77.63216838760921,78.33050039714058,65.66012708498809,89.3330420969023,81.43097696584591,70.26004765687053,54.18451151707705,86.05559968228754,163.991104050834,96.85035742652899,83.88395552025418,106.36608419380461,84.39729944400318,69.35972994440031,73.16227164416203,81.5736298649722,83.09332803812549,74.77950754567117,92.98895949166005,71.37474185861795,112.84162033359809,71.57593328038125,79.5494837172359,80.87903097696585,84.05750595710882,96.98856235107228,68.11469420174741,83.40349483717236,69.86465448768864,100.02843526608419,78.39396346306593,73.96536934074662,86.61993645750596,70.91135822081017,76.22001588562351,71.0294678316124,72.53764892772041,86.03065925337569,168.89094519459888,76.3011914217633,69.59936457505957,85.1482922954726,79.34233518665607,127.43868149324861,123.83057982525814,74.58332009531374,70.31254964257347,76.13335980937252
SACS,63.22919326014807,72.06376053101863,43.45474853203983,54.03976257339801,49.9000510594843,81.09854480469747,54.406497319377074,59.19051570079142,49.04671942813378,33.04225172325759,73.86462854225172,70.31612203216747,29.68572887413837,71.16128414603013,70.54040081695175,69.37350012764871,63.005297421496046,64.62854225172326,51.713492468726066,76.63652029614501,87.17283635435282,82.66766658156753,90.36998978810314,79.30252744447282,87.2374904263467,65.05335716109268,74.0763977533827,92.66913454174113,66.28306101608374,60.75772274700026,70.45659943834568,57.20462088332908,70.85933112075568,49.483788613735,38.92073015062548,54.07193004850651,71.02591268828185,84.04837886137351,69.25427623181005,74.37050038294613,94.42762318100587,62.620819504723,72.2731044166454,116.28778401838142,59.41613479703855,60.12554250702068,48.57282358948174,43.982065356139906,91.55399540464641,88.41000765892265,63.95270615266786,48.63160582078121,47.54531529231555,51.53012509573653,89.34197089609395,86.81510084248148,88.58871585396987,44.298251212662755,58.88071227980598,59.36067143221853,75.76212662752106,76.37956344140925,41.34988511616033,71.82595098289508,56.00804186877713,75.72664028593312,92.5449323461833,79.96751340311462,54.561335205514425,90.79103906050548,93.83705642073015,88.95615266785805,63.470321674751084,189.08577993362266,76.89386009701302,68.04103906050548,69.68470768445239,95.3801378606076,72.50497829971917,58.21355629308144,70.98736277763595,61.18387796783252,72.71451365841205
COL11A1,34.75981334065331,25.520175679385122,30.386769146307987,31.886906395827616,36.25940159209443,52.951413670052155,30.44949217677738,53.62146582486961,50.718226736206425,21.374142190502333,51.75844084545704,45.01482294811968,27.72248147131485,29.41531704639034,52.02223442217952,40.93796321712874,37.18377710678013,35.499862750480375,43.13724951962668,44.208070271754046,45.973236343672795,48.874828438100465,42.24142190502333,46.70971726598957,46.93013999451002,50.524842163052426,40.24746088388691,53.02223442217952,49.66264068075762,34.85575075487236,32.571369750205875,35.75116662091683,57.32679110623113,28.20889376887181,33.939747460883886,38.50850947021686,39.92121877573428,46.6126818556135,51.55407631073291,22.339829810595663,53.8858083996706,34.63697502058743,28.752539116113095,91.66662091682679,41.439747460883886,55.895141367005216,30.217677738127918,41.74567664013176,55.41421905023332,31.54144935492726,35.07027175404886,27.594702168542412,25.937414219050233,36.14520999176503,49.021410925061765,50.501372495196264,34.740323908866316,29.4979412572056,26.131347790282735,36.73359868240461,56.69873730441943,43.22042272852045,26.20381553664562,40.70793302223442,33.77683228108702,39.98586329947845,44.17018940433709,45.127916552292064,32.69558056546802,33.534037880867416,54.890612132857534,45.800439198462804,34.406807576173485,108.25761734833928,52.318830634092784,51.91449354927258,40.076722481471315,36.16524842163052,23.164424924512765,50.37922042272852,41.204913532802635,34.08729069448257,27.103897886357398
TAF1L,64.7493564993565,84.87532175032175,59.43178893178893,44.07931145431145,73.72120334620335,92.68082368082368,68.7202380952381,62.65460102960103,101.92535392535393,43.640122265122265,75.45608108108108,94.17181467181467,37.06129343629344,53.83606821106821,89.9216537966538,58.68854568854569,77.6969111969112,68.18307593307593,52.315958815958815,85.5958815958816,76.83381595881596,80.86180823680823,88.9105534105534,85.49179536679537,88.67342342342343,87.15830115830116,73.2001287001287,97.08848133848134,87.88256113256114,90.8030888030888,61.80550193050193,75.00353925353926,75.1048906048906,60.29633204633205,74.9552767052767,85.94771557271557,73.98536036036036,87.29054054054055,97.12548262548262,69.64189189189189,90.54536679536679,66.45575933075934,81.68774131274131,178.2953667953668,96.43790218790218,86.28925353925354,59.761743886743886,49.29327541827542,91.11711711711712,64.77477477477477,105.9702380952381,60.81805019305019,75.87725225225225,65.84877734877735,93.67133204633204,83.16747104247104,88.36856499356499,64.22120334620335,45.5498712998713,73.68468468468468,88.82802445302445,78.36904761904762,58.6269305019305,88.29697554697555,71.15331402831403,82.10054697554698,74.05904118404118,87.9760296010296,93.66811454311454,61.35022522522522,29.53281853281853,92.21283783783784,69.13481338481338,207.28072715572716,96.64527027027027,88.35312097812098,78.62467824967825,61.06467181467181,72.81000643500643,102.09861647361647,100.04231016731016,87.00804375804375,75.80196267696267
IGHG1,8.090874379534174,7.5139366170294,9.23749522718595,12.203130966017564,16.319969453990073,6.342878961435662,17.043146239022526,13.243222604047347,26.46086292478045,11.423444062619321,9.287514318442154,9.682703321878579,21.829705994654446,3.7243222604047346,8.483390607101947,9.182894234440626,8.62962962962963,5.850324551355479,5.495227185948836,7.609011072928599,10.321496754486445,7.914852997327224,8.405498281786942,7.159602901870943,7.899961817487591,7.728140511645666,6.299350897289042,6.60672012218404,5.114547537227949,5.676594119893089,9.231386025200457,11.096219931271477,8.785032455135548,9.939289805269187,21.192439862542955,4.804887361588393,6.985872470408553,8.45589919816724,7.554410080183276,9.277586865215731,5.204276441389843,6.056128293241695,7.122184039709813,18.544482626956853,10.31958762886598,5.286750668193967,11.317296678121421,5.50057273768614,7.009163802978236,8.59946544482627,7.141657121038564,11.725467735777015,5.543337151584574,6.653302787323406,5.704849179075983,4.860633829705995,7.945399007254677,9.1340206185567,7.083619702176403,10.481099656357388,6.609011072928599,4.27987781596029,10.90836197021764,8.664757541046201,12.255441008018328,9.616647575410463,6.490645284459718,9.895761741122566,6.568919434898817,5.58991981672394,8.588392516227568,6.68270332187858,7.434898816342115,15.413898434516991,8.239022527682321,7.256586483390607,7.2699503627338675,5.524627720504009,10.643757159221076,17.941580756013746,6.505154639175258,8.36426116838488,8.739977090492554
LAMA2,65.99896265560166,73.30477178423237,34.8509336099585,59.924066390041496,62.32282157676349,86.27717842323652,61.09201244813278,87.90134854771784,64.3356846473029,63.933609958506224,88.27178423236515,71.27448132780083,36.831846473029046,68.18672199170125,87.0314315352697,51.11970954356846,67.39004149377594,58.374792531120335,51.96089211618257,73.13609958506224,65.68412863070539,74.2161825726141,82.12251037344399,79.22334024896266,81.17064315352697,78.54221991701245,66.85539419087137,85.65425311203319,58.09834024896266,83.50643153526971,59.283609958506226,62.991078838174275,63.52603734439834,53.523340248962654,42.64253112033195,61.86452282157676,66.39668049792532,74.32645228215767,66.46732365145228,40.252697095435686,82.86960580912863,80.51317427385892,56.416701244813275,157.04221991701246,76.87178423236514,73.86141078838175,53.77064315352697,74.34595435684648,66.298132780083,63.71410788381743,75.1707468879668,34.791701244813275,72.69087136929461,55.357365145228215,55.00124481327801,69.59439834024896,55.85435684647303,32.82759336099585,64.57883817427386,66.03952282157677,80.1691908713693,74.9460580912863,52.48692946058091,65.61784232365146,82.71908713692946,71.80954356846473,86.35705394190872,43.373858921161826,49.359854771784235,51.94356846473029,66.80840248962656,84.47074688796681,59.24232365145228,187.12728215767635,70.21275933609958,65.12520746887967,87.64730290456431,89.61255186721992,44.71711618257262,64.71970954356847,65.1201244813278,55.22894190871369,44.31659751037344
HERC2,43.33226837060703,86.53178587729022,54.72973854078373,87.08176305666036,81.54893395057704,57.17467562104714,80.9254091412923,36.97646215035535,155.4430462280759,62.089326465410444,55.590597900502054,63.7790311012584,101.65932059724848,42.31622872791289,62.04727130468801,63.62900176044859,52.18256503879507,40.84103801264915,63.90317532763904,50.17187194366564,45.18289104779292,50.603442655017275,54.1158635978353,54.609441220577686,56.52376605594314,52.43130990415335,43.327052226641456,56.62117754450023,46.70522266414553,36.7168937862685,79.38625546065072,63.63363108821803,38.06187650779162,66.8884397209363,57.958596857273264,46.37784442850623,44.85453478516007,50.896850753080784,63.165742974506095,47.36891178196518,55.53100345569538,42.21242746299798,63.23857338462542,83.39616613418531,57.8233031231662,35.40170828714872,56.89750277107648,85.44167699028493,53.57436265240921,55.30084110321445,57.60722435939232,62.691791093434176,34.68592293147291,59.93668905261785,56.832170567907674,30.405881202321183,55.76077459737889,58.859229314729085,37.10712655669297,61.17897893981874,46.852383125774274,48.94307882897568,59.6466062463324,54.80908913086001,72.82252070157136,55.22996674708222,52.8776814240073,62.144421986046815,55.14872530481841,56.84038599465345,44.78066114624764,54.48327573841038,47.3686509747669,121.9426224163787,56.03899067614266,54.032470496185695,46.40346873573711,60.74401773488948,80.57390623981222,90.47277824867966,57.83445263089261,55.043946012909956,53.862032992110585
TNXB,50.37381967712458,82.49870545233019,119.69897959183673,103.66585440146208,127.7648492232714,56.72715504112092,137.7197685044167,57.59876637222053,247.8665854401462,87.11239719768504,57.00555893999391,71.15610721900701,168.42164179104478,45.41653975022845,65.30855924459335,84.50083764849224,79.33604934511118,38.03898872982029,42.48537922631739,50.99360341151386,44.24154736521474,45.67902832774901,49.48301858056656,61.732713981114834,54.9161590009138,45.78822723119099,44.076530612244895,52.32965275662504,48.69220225403594,50.37876941821505,85.84176058483095,83.60843740481268,45.05901614377094,89.24718245507158,164.45682302771854,64.45035028936948,102.2361407249467,47.628540968626254,67.7787084983247,70.13303381053915,49.976698141943345,55.25365519342065,88.78312519037466,132.93169357295156,86.2721596101127,47.18321657021017,84.31145293938471,73.1852726165093,47.26781906792568,51.15938166311301,60.08094730429485,96.24162351507768,58.688699360341154,69.32576911361559,51.831251903746576,66.1447608894304,52.2014163874505,125.652832774901,90.03586658544015,86.22928723728297,93.12001218397806,48.88600365519342,91.91334145598537,51.192887602802315,83.58315565031982,69.07104782211393,49.73477002741395,79.04416692049955,46.785942735303074,52.417301248857754,48.16372220530003,49.04424307036248,62.772464209564426,118.04416692049955,55.58201340237588,49.7024063356686,61.905269570514776,33.829500456899176,125.3099299421261,157.35242156564118,66.72121535181236,52.63836430094426,62.743451111788
BAI3,57.68951747088186,59.341098169717135,43.32645590682196,47.949916805324456,45.89617304492513,83.60499168053245,44.17054908485857,82.31863560732113,56.327454242928454,50.071214642262895,85.93893510815307,55.29667221297837,23.81414309484193,58.88968386023294,78.64625623960066,40.63394342762063,54.07188019966722,57.177703826955074,44.806322795341096,69.91863560732114,60.87637271214642,73.22911813643927,81.11996672212979,67.24758735440932,79.48319467554076,77.5324459234609,66.45806988352746,81.10599001663894,77.61564059900167,78.8189683860233,64.33194675540766,48.74292845257904,59.84492512479201,43.19217970049917,47.77720465890183,65.97071547420965,62.516805324459234,73.05906821963394,78.68086522462562,65.38136439267886,81.64159733777038,78.17970049916805,59.06339434276207,137.75956738768718,57.55773710482529,72.14026622296173,40.26838602329451,63.484359400998336,82.09700499168054,76.17537437603994,86.88768718801997,38.733444259567385,59.72628951747088,45.149251247920134,51.03161397670549,68.31064891846921,51.85440931780366,40.331114808652245,49.91497504159734,55.21680532445924,44.436106489184695,67.57038269550749,36.37886855241265,64.7026622296173,66.20166389351081,64.00066555740433,79.57404326123128,36.65091514143095,85.44009983361065,78.67204658901831,65.51630615640599,83.12029950083195,51.936106489184695,164.461231281198,81.50415973377704,77.16289517470882,88.77554076539101,87.69234608985025,49.92529118136439,46.9522462562396,61.34658901830283,52.78186356073211,39.615474209650586
AKAP9,56.042979712934006,50.229251864325235,43.23622804907385,64.17223959586241,37.25795846363563,76.00890064950686,44.48496511907626,75.22620479512469,41.182824152032715,38.13350974260284,75.20030470692005,47.614144815973056,34.81757677812525,54.33710207681822,92.17689038569482,50.399566995429396,46.29404217785262,66.0945393312485,70.80226124609094,63.85478309678454,68.76288990457863,68.74035762970091,73.370860396119,60.411675086199985,74.7979312003849,87.25868013791998,58.552882687835776,76.09702509822789,88.13126453371822,71.3122444070243,55.06182343035843,72.30446636195974,75.21257316975382,51.087242402373505,41.6292197899126,58.359153235506376,77.07040333573892,66.65303504129581,69.30582952449683,56.853981236468606,74.70371261326277,50.16494266698741,50.23518563066314,120.11314249057814,40.5478309678454,83.8314489615909,47.25298692967685,55.39748215860797,71.93216261727207,68.72416005131906,79.2895517600834,33.14577820543661,53.19204554566595,56.6256114184909,71.57092454494428,112.026220832331,69.48456418891828,29.337743565070966,39.925988292839385,48.433164942666984,52.681420896479835,55.86560821104963,29.480955817496593,65.83040654318017,52.35129500441023,54.48488493304466,70.25643492903536,57.924865688397084,74.72865046908828,76.17528666506294,68.4988373025419,74.23005372464117,59.6386817416406,132.28233501724,75.41183545826317,70.00040093015797,61.53756715580146,79.73642851415283,64.37583193007778,57.26124609093096,74.4522492181862,69.50132306952129,53.81885975463074
XIST,39.41483787289235,76.26044098573281,24.339040207522697,28.001867704280155,28.528560311284046,93.81136186770428,28.777898832684826,48.52124513618677,42.52747081712062,31.795278858625164,48.24596627756161,37.856290531776914,26.201660181582362,35.06568093385214,45.85317769130999,38.332866407263296,66.88560311284047,49.53105058365759,24.83616083009079,62.68347600518807,37.86080415045396,41.948949416342415,44.52326848249027,42.723579766536965,84.59429312581064,43.764721141374835,47.51621271076524,46.187911802853435,66.04970168612192,44.957146562905315,35.71833981841764,65.06635538261997,48.651984435797665,51.79299610894942,32.299195849546045,39.26184176394293,36.69805447470817,86.26101167315176,47.1894682230869,38.448404669260704,44.90485084306096,45.96254215304799,36.6420233463035,87.66625162127107,37.10526588845655,102.61255512321661,26.248612191958497,41.48684824902724,45.05935149156939,90.23320363164721,65.261271076524,26.83745784695201,36.52145265888456,41.83828793774319,46.2801037613489,45.551335927367056,44.06656290531777,30.601556420233464,32.48591439688716,34.3179766536965,41.71118028534371,38.580856031128405,24.56,43.45333333333333,40.30256809338521,39.10412451361868,46.4315953307393,42.34303501945525,45.9137224383917,58.507185473411155,37.33509727626459,89.58661478599221,32.452399481193254,98.98687418936446,47.944332036316474,43.77141374837873,48.16207522697795,49.762853437094684,71.15066147859922,44.82028534370947,36.766588845654994,44.87610894941634,37.786562905317766
DNAH11,70.5500811745606,68.53737559116256,62.79805181054564,53.3246982423943,57.36521493611915,85.05611632667467,67.54577539352016,88.3853321098327,83.88727324062964,58.06310439754359,86.28580503988141,71.62271475965271,51.22912402061128,64.819439542599,111.27698171807722,69.81266323145337,62.02646996541258,80.93675442930754,84.17279593421331,72.93950730571045,74.03966965483166,73.58932730994565,80.52241123738266,77.54591656666902,84.25037057951577,97.61360909155079,85.47638879085198,83.23215924331193,95.55728100515282,80.43177807580999,73.44787181478083,99.85557986870897,85.70261876191148,70.98284746241265,61.569139549657656,72.12317357238653,88.72393590739041,74.4791416672549,86.03825792334298,71.30020470106585,81.23124161784429,82.2485353285805,68.49791769605422,151.29582833345097,65.9785416813722,93.38737912049129,67.31538081456907,72.19227782875697,81.61142090774335,79.03557563351451,90.93054281075739,49.31749841180208,59.82141596668313,77.7643114279664,81.1319263076163,125.07884520364227,80.55488106162208,48.66803134043905,59.08364509070375,63.623350038822615,75.50052939930825,70.30881626314675,48.3484859179784,75.51309380955742,73.66506670431284,70.80038116750194,82.3746029505188,76.89404955177525,85.04806945718924,86.29688713206748,101.4619185430931,82.03642267240771,76.29815769040728,177.0942330768688,83.7868285452107,78.91148443566034,83.1353144631891,91.13863203218747,72.61960895037764,82.4261311498553,86.04849297663584,79.6498200042352,67.4600127055834
TENM1,25.883106796116504,44.2221359223301,18.68745631067961,36.25436893203884,24.33211650485437,59.72326213592233,23.621825242718447,31.57452427184466,41.13949514563107,24.079067961165048,32.86174757281553,30.941592233009708,22.465631067961166,24.090330097087378,31.635339805825243,28.077436893203885,47.95114563106796,32.20691262135922,31.830368932038834,41.110291262135924,23.39114563106796,27.9372427184466,29.12178640776699,29.243417475728155,54.18695145631068,30.052660194174756,31.692970873786408,30.76388349514563,42.14159223300971,29.554718446601942,25.811961165048544,48.5686213592233,30.14376699029126,39.00722330097087,24.971961165048544,28.313320388349513,24.166601941747572,53.156815533980584,33.34695145631068,28.08978640776699,30.41064077669903,30.56,26.27844660194175,58.2338640776699,31.435029126213593,68.08,20.337708737864077,28.440388349514564,30.254679611650484,56.74935922330097,42.27215533980583,21.154174757281552,26.60139805825243,31.549203883495146,29.767533980582524,32.17452427184466,29.806446601941747,27.27821359223301,24.724038834951457,23.95223300970874,30.2252427184466,44.610873786407765,19.885902912621358,27.014679611650486,30.32,28.363805825242718,30.530019417475728,29.448,31.892116504854368,38.645126213592235,23.33219417475728,58.74267961165049,21.903533980582523,67.63798058252428,30.784543689320387,28.82423300970874,33.54330097087379,33.191922330097086,53.02656310679612,33.960077669902915,25.141980582524273,29.212116504854368,26.869436893203883
IDH1,20.07136859781696,24.720822837951303,15.287573467674223,17.190596137699412,18.592779177162047,28.452141057934508,16.63182199832074,35.036104114189754,30.22124265323258,10.204030226700253,37.080184718723764,23.016372795969772,9.930730478589421,23.62846347607053,28.844248530646517,20.08690176322418,21.90848026868178,30.01007556675063,23.193954659949622,28.52560873215785,31.536104114189758,30.64399664147775,34.5088161209068,26.528127623845506,26.659529806884972,31.87069689336692,27.227120067170446,33.03106633081444,25.52225020990764,33.12258606213266,25.511335012594458,21.18303946263644,32.27246011754828,24.238035264483628,18.226280436607894,14.848866498740554,38.57304785894207,32.08984047019312,22.798488664987406,25.69185558354324,29.18094038623006,34.461796809403864,22.922334172963897,53.23803526448363,24.38623005877414,21.35936188077246,21.821578505457598,24.730478589420656,34.659949622166245,31.82913518052057,28.809403862300588,21.842149454240133,23.65281276238455,24.103694374475232,33.4399664147775,34.7031905961377,35.508396305625524,17.94962216624685,19.24097397145256,22.179261125104954,26.0088161209068,24.769101595298068,14.887489504617967,32.05583543240974,27.007976490344248,24.83585222502099,26.523929471032744,28.08354324097397,34.458438287153655,23.677162048698573,35.942905121746435,33.34970612930311,19.78001679261125,63.96809403862301,28.885810243492863,30.231738035264485,28.619227539882452,37.69899244332494,13.575146935348446,28.396725440806044,27.720403022670027,33.281696053736354,22.886649874055415
PCDH15,62.03750972762646,65.0235019455253,41.51704280155642,49.7304280155642,50.304591439688714,81.94739299610895,49.29727626459144,47.98490272373541,59.329649805447474,54.604824902723735,80.76311284046693,67.38023346303503,37.83252918287938,64.76918287937742,84.79392996108949,45.701945525291826,59.864591439688716,66.19937743190661,47.98879377431906,67.1011673151751,58.32093385214008,72.06070038910507,74.52217898832684,76.48389105058365,68.43673151750973,73.56824902723736,77.82988326848249,79.67066147859923,72.51035019455253,78.07922178988326,65.54723735408561,53.70303501945525,68.9539299610895,66.5492607003891,52.83315175097276,56.473929961089496,60.13992217898833,70.78210116731518,80.09105058365759,68.87673151750973,72.49120622568094,75.46334630350195,64.31844357976654,100.87891050583657,60.589727626459144,49.66023346303502,42.89027237354085,40.97229571984436,79.84311284046693,46.4568093385214,84.21618677042801,44.74536964980545,67.84108949416343,52.707237354085606,73.61105058365759,78.82303501945525,73.92513618677043,45.692451361867704,56.83548638132296,58.79719844357977,71.2585214007782,71.1979766536965,41.016186770428014,72.40731517509728,66.18879377431907,69.92996108949416,83.91501945525292,81.81867704280155,84.11750972762646,75.99346303501946,76.55766536964981,78.43642023346304,53.816964980544746,179.09867704280157,77.89618677042802,74.41727626459144,80.3788326848249,67.63066147859922,59.3768093385214,80.75533073929961,58.423346303501944,73.76964980544747,64.88762645914397
PLEC,72.91292933712536,127.84547509662364,174.2304382702545,178.06541238241084,181.93393130605995,77.06234959527455,268.2349595274557,88.0365346751258,358.6494567199008,135.65755122876104,78.01436593013928,100.57879384525633,242.0981550353679,63.68971049369212,107.68489754247794,178.87566542696712,122.78101071975497,83.30795595420403,108.79843943703055,74.56136512798075,106.08656019835193,67.11106249544228,71.02143950995406,88.61219280974258,81.7016699482243,99.61598483191132,61.59221176985342,74.54109239407862,70.00568803325312,75.7747392984759,145.0507547582586,118.59148253482097,79.42667541748706,106.99868737694159,336.6085466345803,79.89557354335302,80.50382848392037,111.22489608400788,98.23794939108875,102.65222781302414,70.8847079413695,83.43681178443812,181.6466856267775,185.67636549259825,131.71873404798367,86.67971997374754,182.40355866695836,104.99715598337345,71.55122876102968,75.86574783052578,94.5420403996208,154.60110843724934,80.97629986144534,102.05111937577482,76.23131335229344,99.65529060016043,76.8431415445198,151.00495879822066,221.3892656603223,156.46043899948953,191.68380368992928,39.80937796251732,151.1403777437468,81.67206300590681,134.22825056515714,103.2446583533873,63.83592211769854,122.10756216728652,62.713994020272736,80.07241303872237,76.61824546051193,73.44796908043462,101.98330051775687,152.09020637351418,66.7346313716911,71.93524392911836,75.66725005469263,78.47290891854445,180.5879822066652,285.20622766717713,81.2238022314592,84.1159483701597,91.82651498577992
FCGBP,43.210369906936734,72.10901697036053,82.71564870571675,142.88558692421992,108.97122077109564,52.92633143035896,123.02080237741457,61.64018143426918,186.39954641432706,76.46695862985845,59.84468600922812,68.61296629389223,146.89364198013607,36.20810197857199,61.25111441307578,76.69914757175256,71.24915930241652,58.172206146867914,38.79252365683898,50.93516853053883,43.23344021271604,45.95870806287636,49.33760850864159,56.65418002658951,56.55446938296708,46.12481426448737,52.91475717525612,54.19551106592633,45.87964338781575,53.84961288808947,87.74560100101665,74.06889809963243,55.75866114022054,80.62837256588723,137.91178540705403,57.23656838977086,42.942285133338544,47.52662860717917,100.98709626964886,51.31610229138969,49.78720575584578,56.57769609759912,81.27551419410338,126.1539063110972,77.24517087667162,62.29201532806757,75.19942128724486,67.21005708923126,48.63267380933761,68.54516305622899,60.47618675217017,85.92883397200282,53.984828341284114,67.81387346523813,36.116446390865725,55.200672558066785,51.84742316415109,80.64088527410651,78.52717603816376,79.48127003988425,76.4424024399781,30.167826698991163,83.73731133182139,52.4599202314851,81.48736998514116,63.40455149761476,46.502776257136155,69.04676624696958,49.86791272386017,52.91811996559005,63.418941112066946,50.70391804176116,55.08649409556581,109.73864080706969,57.46484711034645,52.218894189411124,57.07343395636193,56.411355282709,69.2948306874169,173.76437006334558,46.08055055916165,51.845233440212716,59.00672558066787
