,af751b92-1622-4643-a30b-a951f6b7f97f,f972a9ad-75bc-4efb-bc6d-6d9e2fd08d5e,f7cc8745-f65c-4107-a670-08be22bfba3f,5088e5a5-f2c5-4d5f-950d-414be8e2aa76,a43c3689-0400-40c0-9e50-4cfec8121fcd,482b0697-4f48-499d-9f41-02014fe82c26,f5c7316f-b836-43c4-8586-3a2fb4f6bddd,35d83ded-86da-479a-8f0b-923e47a05ffc,f6d77e34-d877-49f1-8437-325c613912c8,81b46752-3403-4c2f-b6c7-1620e4e5dde7,6c86cae8-4b68-40b3-b987-aecdf868c1a1,80a1c110-8204-4478-ae48-5cf8cbde8889,3d329a55-7bcb-4367-9e3d-943eb19e1a04,68e16e67-0a12-4d5e-b3d1-aee3bb2a646f,e62a7ad1-b924-4e02-89a2-22749808bb5e,cf43f7f2-f694-4dda-9444-04cce2cbe9ea,b0586776-6253-418c-b9d9-ed46eb4e549c,f369e757-8744-4136-9221-4e1911234345,7ba823e8-3c70-4bce-8a22-81de8f0bc3b7,9ab8f683-8fba-4f17-b6d4-a8d851a98097,d187055a-7ca0-4514-9719-a8537aefe99b,180f5a82-5d53-49b6-b868-8f361869166d,51195237-01ec-4dbd-91d2-868c503bbb18,6179308c-12b7-42b7-9df6-aadd0ac27efd,8b780e98-ac11-4258-bab8-b9c527c95435,8cfa833a-d18f-4e72-8ac6-5ec64faf6f5c,4f717290-1e15-499e-8e8a-37c6aba92b95,fe116283-cb36-4365-abc0-00016b78bb58,0dbb3057-b0ce-407e-ac5e-4456a92bfed4,071f0f44-2f96-4a1c-9e8b-344ca605c40d,83db03ed-a1f6-49c9-a30e-6584f30ed6fc,9fd97008-a1c8-44d7-ba18-ec57296e3df4,996777b3-f868-4d08-bb39-0bcfe23eab72,d1558580-92bc-42f0-baf5-bf40f6f0d7e6,ffad0bc0-8cfa-4e3a-9d4b-08bd1800ef98,4c104a6a-8448-4f7d-994b-35283cec736b,447cfdf0-d0e8-4eab-9852-41606bc564f3,1d8e89f3-58d6-48b2-8295-a68e9d0940ef,4eed5fb8-6d93-4bc9-a823-4d815b62788a,d31cc22f-f019-4a24-b730-1d878b2cb72b,646c575d-2867-4249-9658-c8fc4aee3006,14d5cc55-2837-4cee-9c03-19e2722f6da5,40a120bc-b688-44e6-9374-6c58ab7dee62,ed54e6d3-ec62-49a6-9688-ff7fee97769f,91bfb001-c77e-4b57-8c0f-d14a5611fd4c,6f3f1c9b-af17-47ae-850b-739fed8fb33f,c8e727c1-8d89-4ff4-b8c9-1164f1f8b726,81dfd670-7f92-4c0e-8510-03dd78cfa1ba,f50ad89e-50c7-49f9-bf0c-014b1f06bf9f,233cf13b-ad0d-4da2-a2d1-c0499098215f,b6632109-aeb7-482a-94a6-6288ee76aa80,89bd0fc6-2a15-473e-ad1d-003e115d984a,efc7d3d0-e0a8-42bf-b00e-4ef4a1334fd8,28c3cda6-d927-43f5-86fd-dcc97a446056,4af48c30-61ed-4cc9-9ce3-f4635fade333,da87caad-6c83-4889-888b-a22cfc604bdd,39a50670-1506-493c-b863-3fc62f469e28,1919f7b4-371a-4299-9613-8d05154c1861,544a4cfc-f594-4fcb-9949-7646be7b3d83,c6d72819-d137-43c5-92b5-b58400c12d5a,096011ac-47de-4b9e-b071-02adc18da134,0d17cdad-98c7-48a6-848d-8af85fd173d4,e70704f5-6431-41f9-86b9-40b3bd2290a7,5245ae54-0949-4293-a17d-1540eeb1b2d6,66ae86fc-d5fc-490a-8248-a023820478bb,eb7a6554-2979-49e2-9fda-175fa6bfa5eb
VCAN,131.68158415841583,76.48538613861386,73.67104950495049,126.06835643564357,101.80554455445545,77.84768316831683,145.928,105.19073267326732,118.3450297029703,119.27287128712871,116.66558415841584,87.28467326732674,105.46827722772277,92.02764356435644,105.00483168316832,78.73869306930693,117.512,69.81283168316831,67.95120792079209,93.35049504950496,119.15207920792079,119.10146534653465,115.0430099009901,133.36863366336632,90.55081188118812,96.20015841584159,117.7479603960396,59.991049504950496,116.79017821782178,74.20546534653465,118.73592079207921,116.12324752475247,107.46312871287128,81.41988118811881,64.11065346534653,97.39548514851485,95.22360396039603,130.1821782178218,110.13679207920792,97.25322772277228,131.00823762376237,132.60847524752475,115.65449504950494,58.4840396039604,99.59390099009902,77.8429306930693,108.92910891089109,103.6809504950495,106.62542574257425,93.9780594059406,129.9238811881188,73.31722772277227,89.38392079207921,119.94257425742575,82.8880792079208,136.9522376237624,108.61401980198019,107.53972277227723,118.3349702970297,95.76546534653465,60.8970297029703,139.24213861386139,96.70091089108911,102.92459405940595,160.97346534653465,106.93085148514851
DNAH10,137.08201478615354,137.9268292682927,132.11331444759207,125.06722863262627,134.4301803357977,131.02224832446626,153.15960754508396,107.79948870310233,116.72217232087336,117.12664962343675,117.60409037518137,117.54466938437089,106.46334553997099,105.24120776618531,102.09272438333448,110.41698334830375,117.21702480480896,126.7842879845229,116.5026601257514,123.80950735852967,150.86975747944447,148.11262350583846,118.43100946590202,130.7899537069025,94.63760105023147,96.12084571270641,119.71118634699094,104.31997512609686,113.07075243556969,96.78829544669384,122.44904304567125,106.55669177088372,109.77717128446072,79.95501969183998,117.11303807089062,99.98873764941615,100.02515027983141,137.19263456090653,101.9987563048435,98.94099357424169,128.67560284668002,138.31202929593036,120.69080356525944,101.36302079734678,103.24431700407655,101.92392731292752,108.65266358046017,73.16492779658675,107.01547709528087,96.13673737303945,132.27202376839634,129.79444482830098,88.07558902784496,121.93028397706074,57.26767083534858,111.90789746424376,109.52034823464382,111.96420921716299,120.22870172044496,112.7431769501831,116.35659503903821,136.30726179783045,96.53416706971602,103.90402819042355,148.84826919090722,108.70040765563463
CNTNAP2,60.77101859337106,61.25151576394503,60.93704527081649,58.17188763136621,33.24050121261116,34.97453516572352,64.67592966855295,48.60216248989491,52.13864187550526,53.58852061438965,54.479183508488276,52.41390460792239,47.302445432497976,62.68674211802749,45.89500808407438,57.54688763136621,52.31750202101859,57.81083265966047,52.01333872271625,54.17936540016168,66.76677445432497,73.80941794664511,52.10640662894099,62.756871463217465,41.93876313662086,43.150363783346805,52.69917138237672,47.24595796281326,31.412894098625706,55.00020210185934,54.384296685529506,29.26273241713824,48.738278092158446,35.202405012126114,54.039713015359744,45.564066289409865,43.72635408245756,60.87035165723525,46.73787388843977,45.01707760711398,59.314571544058204,82.5212206952304,62.88510509296685,46.86317704122878,45.50222312045271,52.64419967663702,48.40854890864996,46.29234033953112,47.63177041228779,42.903092158447855,58.692906224737264,59.24575586095392,41.28748989490703,53.43785367825384,44.42724333063864,62.000505254648345,49.439066289409865,50.73595392077607,57.28890460792239,53.36822958771221,51.84155214227971,61.5857922392886,44.32851657235246,47.9678658043654,54.870250606305575,49.37378738884398
SOX11,72.66659020529877,76.45039568757885,77.3125358412662,81.86546622319074,74.7661429062966,128.0232824865237,76.74159880720266,111.57300149099667,66.53285927285239,74.31058607638491,66.43800894598004,61.49787819704095,63.6194517719922,97.45635967427457,66.7984860649157,82.44523454524601,123.61738731505906,71.05952517490537,73.98268150017203,66.20472531253584,79.51863745842414,120.92785869939213,68.39717857552472,67.38765913522192,93.10379630691592,97.40176625759835,67.2189471269641,59.39075582062163,73.04885881408418,77.70271820162863,69.54788393164354,77.14646175020071,67.00275260924418,89.47493978667278,65.71808693657529,62.657185457047824,121.73391443972933,76.02878770501204,127.0005734602592,61.51427916045418,71.89654776923959,79.82004817066178,86.11732996903315,63.169170776465194,105.76384906525978,78.94689757999771,77.96398669572199,41.38444775777039,60.780708796880376,56.02156210574607,71.37079940360132,80.19463241197386,98.55361853423558,83.4398440188095,38.563482050693885,76.45406583323776,60.78346140612456,66.42183736667049,76.54960431242115,39.6818442481936,62.15001720380778,85.08957449248767,108.88519325610736,64.50441564399587,110.9606606262186,67.06158963183852
MYH2,103.3910711468686,118.39533049376874,107.21801545985171,108.15775358889415,108.04117368670137,113.98627543776621,112.49818583372772,151.4579586685597,95.6874901404007,92.81684808329389,96.3341221012778,90.84445496135037,89.77393910711469,136.96545196403218,90.03581006467897,118.09307461744754,168.42672345795867,105.90108849976338,98.23126676131882,95.67644738917811,207.6819687647894,172.4850922858495,94.54598517116264,100.76889099227007,136.43587316611453,82.74223063574696,103.4879318504496,88.78135352579271,100.43208707998107,105.17983909133933,104.323394857233,96.37955513487933,85.99873797128885,124.10048903612557,85.62959457327655,93.32260608928853,125.63401167376558,114.25524530683073,82.64505442498817,88.85218488720618,107.4475469316927,114.83356996371667,129.67218804227795,84.89572487774097,143.82552453068308,122.99227007414419,93.4906136614608,60.28600725666509,87.58621233633065,74.61839406846505,107.53289162328443,112.52342640795078,129.74712099700267,103.10743019403691,95.37103644107903,116.08045433033601,86.2964189935321,97.92017668401957,106.39154440763528,89.21154756270705,89.38618078561288,116.70500078876795,156.00993847610033,86.19592995740653,190.45369932165957,89.00709891150024
AHNAK,173.08537818704423,189.8577739926545,170.28780539734922,165.9430457231064,184.1630914994411,167.37105445254699,222.0607334859211,136.15824772449034,157.49262788098153,149.99073827646777,156.0226752541651,85.38361633044126,134.3283121307287,186.2421887475382,162.63272475648054,169.14856017458882,156.3012721562783,177.06834513227233,159.43311864587216,87.98578804492467,193.68542076968117,158.77537659019535,155.69888752861021,83.46931388726247,122.89620482248363,125.68744344493533,165.79640176717945,141.19092989833396,150.9539042955235,134.78447862883908,166.5179113216586,154.797572789695,94.86767445574067,120.94160855911002,158.67685101399906,140.9024325331346,103.6666311811359,179.39191994464258,143.96289987757493,128.52802469792942,134.64049608772024,175.5640070261351,198.34923085112047,153.32565071592057,133.47580773939427,161.76398573481663,140.7808058764039,100.4453079256933,82.2041305157822,121.81157183158567,180.41454197051152,179.8539415553308,120.75562889231915,152.72284026188322,130.43865438867303,182.5966891999787,144.87092138180657,150.7323148986001,167.27859690211315,151.25767818172142,152.06600308724117,182.11172619364453,153.04066641826796,143.62021610688242,176.20663224570183,142.40389631127908
RP1,145.3880281690141,142.68873239436618,152.30450704225353,143.88112676056338,112.30859154929577,140.7587323943662,185.86408450704226,118.88492957746479,133.46718309859156,72.83154929577465,74.82661971830986,135.2781690140845,115.00859154929577,111.10169014084507,119.10845070422535,145.36211267605634,131.21450704225353,138.1549295774648,131.92492957746478,135.35676056338028,113.0725352112676,131.87352112676055,70.5738028169014,79.32859154929578,99.69676056338028,107.99394366197183,128.95887323943663,116.20352112676056,128.63352112676057,115.00591549295774,134.2574647887324,243.5374647887324,131.42830985915492,97.93464788732395,142.97591549295774,112.6294366197183,132.00140845070422,145.1961971830986,131.09619718309858,111.31309859154929,83.22154929577465,156.0243661971831,123.66211267605634,122.52478873239437,114.41830985915493,123.09295774647887,124.67957746478874,80.93323943661971,116.89338028169014,57.35943661971831,143.46661971830986,145.1412676056338,101.25394366197183,136.40661971830986,120.51859154929578,147.2019718309859,126.72661971830986,124.5161971830986,137.90394366197182,54.83985915492958,125.63549295774648,156.45985915492957,111.45661971830985,67.2918309859155,129.03788732394366,70.25098591549296
LRRC7,86.0208,94.0626,93.4458,91.8238,89.1182,95.6702,97.8588,104.9762,80.5458,81.405,79.8706,78.2758,77.0808,110.4516,74.4614,96.5588,89.0438,86.3126,79.3506,75.9014,153.6364,91.5826,77.9418,87.334,113.6374,97.694,83.8542,73.0542,87.8096,89.3628,86.574,83.8844,75.3106,97.0698,76.182,68.6886,93.789,93.4076,72.2986,75.2634,89.505,100.437,105.719,69.3592,74.4378,98.0866,83.1088,50.3084,76.2012,63.9022,86.4892,88.585,111.3822,92.809,111.8416,94.8174,73.2364,77.5334,85.675,65.8754,74.1458,101.1738,123.7626,71.777,149.6142,76.8192
PLEC,66.37803544082257,57.30496609057099,57.714285714285715,57.218770509735286,44.05272369284621,49.03580544009334,65.19003864945672,42.54291548165974,45.763800772989136,28.964777947932618,28.96980966965653,44.89936556552177,57.768832494713045,48.10012396995552,40.667395901699116,62.737183694304676,48.663239262014145,41.721432217603734,60.90461605775541,42.65273827754685,26.59943119667469,55.70043024866914,31.26186830015314,26.727193174360096,39.66061401589732,35.740392328447456,54.66367680303362,41.16145263618464,40.28644352074674,43.37993145190695,57.081236782615036,80.01494931816525,45.5747101290746,33.68657478305258,47.646321009261285,45.86013272077591,55.56508422664625,47.39757893969226,40.147670094071316,47.80872165098811,26.655217676657188,64.01429300663604,50.79501203237803,42.386567490702255,31.85845548020127,65.96025669073143,45.83533872967257,17.91227302559615,43.271931743600966,26.70021147815941,67.8088674979946,46.36505505724495,42.10245752205936,50.56851163129877,42.390578283380734,50.792022168744985,39.11609421716619,54.9888427040035,60.79428279734559,30.30438270254503,47.39801648071173,48.34434478232334,39.2587325895136,26.757383504703565,52.89783417195362,22.73959016991176
DCHS2,185.38195691202873,187.93985637342908,188.98238330341113,177.6798698384201,184.7044434470377,179.9270646319569,204.59010323159785,149.99091113105925,164.58011669658887,164.8963195691203,162.95590215439856,165.17616696588868,150.49495062836624,195.96925493716338,143.633078994614,185.33438061041292,165.69266157989227,178.97778276481148,165.17358617594255,169.68974416517057,180.51234290843806,165.16584380610414,159.00718132854578,189.71027827648115,130.3568222621185,190.08337073608618,162.86602333931776,142.84223518850987,159.2427064631957,181.37859066427288,170.45837073608618,160.6708931777379,159.58034111310593,116.49057450628366,174.4326750448833,134.99730700179532,106.29937163375224,179.963644524237,153.649236983842,137.28119389587073,185.161355475763,185.7501122082585,205.88240574506284,152.05498204667865,137.67908438061042,164.10558797127467,151.4625224416517,100.05812387791741,145.41965888689407,131.0927962298025,186.80890933572712,179.36198384201077,125.51806552962299,169.8737657091562,104.09481597845601,185.80127917414723,150.97845601436265,156.9822710951526,178.9584829443447,141.68177737881507,162.3854353680431,199.35424147217236,135.5472396768402,146.40675493716338,165.71992818671455,152.9373877917415
NAV3,148.41768210127267,148.40982940698618,150.39683184402924,137.946114270241,145.77308421337665,140.6692391010019,163.9991876523152,116.44570809639859,131.61738424045492,130.74763065258597,129.98930408881668,128.84335228811264,113.7683455185486,115.67519631735716,114.54508529650691,117.34578933116707,130.22623883021933,142.42147305713513,124.01529921473058,133.30882751150827,151.16450040617383,158.50216626049283,126.053208773355,149.4981045220688,101.4649336582724,108.40387219063092,127.44597887896019,112.74235039263472,125.72461413484972,108.06945572705118,131.3907392363932,130.8387489845654,117.90509071215814,85.45897644191714,126.95586244245871,112.19293257514217,106.89087462767398,147.2849986460872,115.57879772542648,106.2233956133225,141.74059030598428,153.3036826428378,128.10452206877878,110.42472244787436,112.45369618196588,108.40739236393176,119.03520173300839,82.1523151909017,116.1784457080964,102.49417817492554,144.0999187652315,143.61372867587326,95.95423774708908,133.071621987544,96.93352288112645,141.42702409964798,123.20444083401028,128.56877877064716,130.09477389656107,123.29772542648253,129.516382344977,151.79731925264014,106.64744110479285,118.7767397779583,114.3927701056052,120.66653127538586
ZNF536,87.88129423660263,85.79878665318503,81.3237613751264,80.46531850353892,46.58665318503539,80.71021233569262,90.60323559150658,66.77492416582406,72.89302325581396,77.27017189079879,75.82487360970677,73.01779575328615,73.12194135490394,82.52659251769464,62.971486349848334,52.28169868554095,79.2469160768453,80.89322548028312,79.7304347826087,72.62608695652175,77.48190091001011,79.33569261880687,80.73205257836199,79.87401415571284,60.4582406471183,60.63114256825076,72.49726996966633,67.21152679474217,68.52234580384227,47.75025278058645,78.98685540950456,56.38705763397371,69.78422649140546,51.48493427704752,75.32497472194136,63.46713852376138,56.398382204246715,83.377350859454,64.03518705763398,68.44469160768453,60.01334681496461,89.10495449949444,88.93993933265925,65.33650151668351,52.735894843276036,69.82345803842264,66.22507583417594,43.02487360970677,65.70657229524772,61.59939332659252,90.61476238624874,77.29504550050557,57.31729019211325,77.19130434782609,56.55571284125379,83.77492416582406,68.19696663296259,79.56541961577351,69.662891809909,76.80222446916076,70.27259858442872,82.08432760364003,56.67623862487361,67.8242669362993,59.94539939332659,71.61334681496461
PREX2,70.76651162790698,70.26809302325582,71.02539534883721,69.13051162790698,53.23069767441861,66.04018604651162,89.82790697674419,57.574790697674416,62.86493023255814,35.0746976744186,35.93413953488372,63.0986976744186,55.46093023255814,54.84009302325581,57.25339534883721,68.26976744186047,62.05246511627907,67.83032558139534,60.605581395348835,62.18353488372093,62.98120930232558,61.39041860465116,33.648558139534885,37.27925581395349,49.45795348837209,52.31311627906977,61.84855813953488,54.1626976744186,61.74818604651163,51.544186046511626,64.26548837209302,111.08306976744186,59.91051162790698,41.670697674418605,64.98167441860465,53.49562790697674,62.547348837209306,70.46865116279069,59.2713488372093,52.62911627906977,38.789674418604655,71.56772093023255,60.812558139534886,55.75274418604651,54.878511627906974,61.16297674418605,59.63851162790698,38.689860465116276,56.219906976744184,27.43841860465116,68.368,68.27562790697674,46.72893023255814,65.29897674418605,55.71097674418605,72.23562790697675,60.72558139534884,59.50167441860465,66.12186046511628,29.523720930232557,61.103720930232555,72.81683720930232,51.36725581395349,30.80846511627907,61.91460465116279,32.87776744186046
HYDIN,45.717232021709634,45.92618724559023,47.495522388059705,40.20461329715061,46.12835820895523,45.77910447761194,30.93514246947083,38.16607869742198,39.36607869742198,42.66322930800543,41.105020352781544,39.96227951153324,36.594572591587514,46.2325644504749,35.87164179104477,45.9584803256445,38.83744911804613,45.72700135685211,41.29090909090909,42.08819538670285,47.11099050203528,40.01085481682497,41.06675712347354,45.0865671641791,33.576662143826326,43.78751696065129,24.019267299864314,34.29959294436907,39.31451831750339,33.511261872455904,42.242876526458616,38.395386702849386,40.17584803256445,27.764993215739484,39.52917232021709,34.803527815468115,28.08412483039349,45.18371777476255,37.608141112618725,35.33975576662144,46.601085481682496,29.319945725915876,45.72835820895522,39.040434192673,35.93107191316147,41.687924016282224,39.17286295793758,24.03337856173677,35.33867028493894,32.13975576662144,45.023066485753056,46.62496607869742,30.5763907734057,45.02605156037992,13.871099050203528,48.1033921302578,38.67842605156038,38.963093622795114,43.25264586160109,33.701763907734055,42.94436906377205,49.994029850746266,35.333242876526455,34.44911804613297,39.90474898236092,39.395115332428766
TAF1L,352.225546975547,213.0796332046332,346.5862290862291,333.5796332046332,353.37918275418275,215.62741312741312,387.1534749034749,284.89092664092664,314.7812097812098,307.8645431145431,301.30871943371943,323.51753539253536,287.12129987129987,246.1742277992278,306.1864543114543,215.46428571428572,311.1568532818533,186.57802445302445,311.46412483912485,323.90958815958817,378.2292471042471,206.7979407979408,312.56644144144144,186.08960746460747,250.60456885456887,254.49211711711712,315.2588481338481,278.01463963963965,185.46525096525096,194.18741956241956,324.0717503217503,176.00482625482624,305.0168918918919,237.3600386100386,310.43484555984554,270.2977799227799,209.5603281853282,352.21203346203345,289.16039253539253,262.4615508365508,344.5563063063063,354.8626126126126,319.193371943372,299.21026383526385,254.1295045045045,308.40186615186616,287.30678893178896,198.6138996138996,288.6335263835264,252.01126126126127,360.3682432432432,204.8503861003861,238.13626126126127,311.4903474903475,293.03539253539253,370.3288288288288,154.10247747747746,299.66039253539253,195.65620978120978,302.18918918918916,163.52445302445304,356.4227799227799,292.0926640926641,279.5916988416988,218.85456885456887,296.5916988416988
RYR2,93.59461417703176,101.79700519260959,97.090931046975,97.72919937205651,92.2788914382321,103.09364811013162,103.1901340417824,112.33914986112788,85.1371211206376,86.47705591112185,85.97506339814032,83.6763675884555,84.41299359980678,118.9942035985992,76.29024272430865,104.86716580123174,94.61846395362879,91.52560077285352,86.88201907982128,83.44457191160488,178.03067262407922,95.11302982731554,85.17195990822364,93.01123052771405,122.61538461538461,103.42374109407076,90.63850984180654,77.52686873565995,90.08851587972467,94.25624924526024,90.74079217485811,86.40568771887453,78.21917642796764,104.91909189711387,81.17570341746166,74.15873686752808,125.51557782876465,99.50108682526265,73.92494867769594,80.55409974640745,94.30672624079217,106.40822364448738,114.85442579398624,73.48092017872237,127.78408404782031,109.00495109286318,85.12112063760415,50.51135128607656,79.29289940828403,68.28849172805216,92.78269532665136,96.15499335829006,117.52686873565995,96.35382200217364,81.56810771645937,100.81143581693033,75.62993599806786,84.4632290786137,94.90943122811255,75.86306001690618,77.35321821036106,106.58465161212413,128.5094191522763,74.3337761139959,136.48236927907257,144.23149378094433
TENM1,83.77755339805826,84.10912621359223,83.51883495145631,78.71914563106796,81.369786407767,98.29553398058252,92.30097087378641,66.20233009708738,79.48046601941748,75.39471844660194,80.288,73.51829126213592,188.10322330097088,175.26260194174756,63.948815533980586,82.48085436893204,72.39231067961165,81.79580582524272,80.77996116504855,74.21335922330097,85.27557281553398,75.30330097087379,72.37273786407766,82.63114563106797,114.82477669902913,117.70741747572815,86.58640776699029,71.22407766990291,70.19254368932039,75.30112621359223,76.76233009708739,70.1951067961165,133.33320388349514,96.79922330097088,76.42834951456311,121.51502912621359,47.63899029126214,93.33203883495146,66.2282718446602,74.07782524271845,121.53988349514563,87.65056310679611,88.75510679611651,63.56535922330097,61.91130097087379,74.0849708737864,70.6917281553398,88.42345631067961,63.594563106796116,59.29025242718446,89.13343689320388,80.49460194174758,55.79122330097088,90.38190291262136,70.06182524271844,85.21545631067961,136.83238834951456,79.26190291262137,88.58959223300971,73.26493203883496,71.29669902912622,98.1673786407767,59.78695145631068,63.46058252427184,65.4726213592233,75.18601941747573
ZNF804A,79.41577825159915,84.07356076759062,83.50724946695095,85.77057569296375,81.79168443496802,145.02878464818764,89.92430703624734,117.59637526652452,73.8590618336887,77.32665245202558,75.58678038379531,70.74200426439232,67.47974413646055,99.97633262260128,70.1501066098081,87.78592750533049,132.95138592750533,81.45266524520255,79.34328358208955,72.0405117270789,110.9776119402985,133.33987206823028,72.88486140724947,77.12025586353944,101.40575692963753,105.64861407249467,74.8682302771855,67.43027718550107,83.63901918976546,83.23475479744137,79.23390191897654,75.5818763326226,69.52409381663114,94.16119402985075,75.91428571428571,69.93347547974413,130.82430703624735,81.45714285714286,126.9002132196162,67.19701492537314,78.5046908315565,87.46588486140725,94.27889125799574,64.14605543710022,111.51300639658848,90.27185501066099,79.54669509594883,48.88379530916844,66.45373134328358,59.375266524520256,77.20319829424307,86.336460554371,100.29317697228144,82.37803837953092,46.156503198294246,88.06737739872068,66.53219616204692,70.9586353944563,78.85266524520256,54.522174840085285,66.01130063965884,97.67867803837953,115.3861407249467,67.736460554371,128.93710021321962,66.18272921108742
CDKN2A,35.10344827586207,18.37110016420361,30.401477832512317,32.34646962233169,32.97126436781609,18.185550082101805,30.817733990147783,24.84975369458128,30.9055829228243,32.26929392446634,28.137931034482758,27.753694581280786,29.317733990147783,24.449096880131364,23.948275862068964,21.15270935960591,29.800492610837438,14.664203612479474,28.67487684729064,31.328407224958948,15.704433497536947,18.38177339901478,29.28735632183908,19.44334975369458,25.561576354679804,21.95320197044335,28.06814449917898,25.564039408866996,14.086206896551724,16.119868637110017,30.463054187192117,18.03448275862069,31.039408866995075,17.210180623973727,27.429392446633827,27.357963875205254,19.45566502463054,34.4688013136289,26.247947454844006,21.8128078817734,28.811986863711002,34.145320197044335,29.95566502463054,22.794745484400657,20.63464696223317,32.688013136289,28.97208538587849,15.733169129720855,24.587027914614122,24.48440065681445,31.30952380952381,16.34975369458128,22.00656814449918,28.992610837438423,27.54679802955665,32.96305418719212,13.48111658456486,27.592775041050903,17.426108374384235,21.469622331691298,14.408045977011493,29.117405582922824,21.059113300492612,27.053366174055828,10.432676518883415,27.063218390804597
ADAMTS12,101.10246181901071,62.930020515158425,57.25233644859813,95.48244814223843,79.87531342603145,61.209710508320036,111.06279917939366,82.1619557784363,89.13973102347846,87.30784134944153,89.26145429678596,89.96387052655574,82.1564850695236,71.52393435149305,75.48438568497835,61.42409391383634,89.48290403464782,56.136311830408026,51.53726920446775,70.84522452701162,130.1931844084796,89.21324367449282,89.2517665830864,100.04536129473445,71.47891497606565,72.8337132436745,91.979028949168,46.61351720993846,85.12354684294506,53.520971050832,92.68748575336221,84.25997264645544,77.10462730795533,59.56735810348758,44.86425803510372,75.74971506724413,75.60553909277411,104.51743788465922,74.61032596307271,74.10086619557785,97.10508320036472,103.62252108502393,92.94426715295191,41.27638477319353,75.77307955322544,66.43799863232277,80.17996352860725,81.82972418509232,81.45942557556417,72.50364713927513,98.30670161841806,56.37930248461363,66.10895828584454,89.8387280601778,82.9211306131753,107.80248461363118,82.93275586961477,86.03875085479827,90.72361522680647,92.5867335308867,43.72657852746752,102.43264189651242,71.31069067700022,77.3594711648051,131.82858445406885,84.29735582402553
NBEA,81.84261174566058,85.36010432592859,85.29786851335552,84.81203345624607,82.00674521090026,86.49860598974728,86.52171957909884,123.61957010522529,74.58476481697994,125.59411817609497,75.18248043888839,70.19516143538088,69.86302725065204,100.80097131036963,65.6007734508499,89.88506160625955,127.98614983361813,77.33815990646642,72.11367928770574,71.38564619120424,131.38879395629104,127.9973019156399,129.34517492580267,153.8033096501484,101.2553287166112,66.5035524777408,75.62982282579368,68.52837485385376,80.46838744491411,111.39778757082472,80.75411457864917,74.49150103426567,66.43825883622628,90.04757622088317,71.16629193272776,95.06025721737566,85.1742063135174,84.46820757262344,65.28860509038583,70.63081212339239,80.87651767245256,90.10549509848008,93.94513895134455,62.81814911412897,114.59717600503643,92.08993614533681,75.05872830290494,44.6068891087328,116.24993254789099,58.765986149833616,80.70869682525407,82.8407230866085,102.52315855742422,82.30326468207572,74.9240039571904,86.36711934526487,124.72335641694397,124.63611835596727,136.54870042269988,62.611565788290314,66.30794136163324,95.17114848457595,110.25910603471536,64.86104865545462,102.94450939832718,68.8568216566238
THSD7B,76.01783668793978,81.17754868270332,74.87956144657176,77.30027818687613,75.33087874324988,130.19374897725413,80.61724758631975,110.19243986254295,63.796269023073144,64.50417280314187,66.9775814105711,65.97054491899853,66.58026509572902,93.5805923744068,57.58713794796269,81.08869252168222,119.04614629356898,70.06365570283096,68.00376370479464,65.0721649484536,164.66372115856652,116.02667321224023,62.911962035673376,72.49533627884144,95.12469317623957,97.55179185076092,71.2174766813942,62.88856161021109,71.59122893143511,72.61119293078056,72.60055637375226,65.36720667648503,59.36278841433481,80.53755522827687,63.97447226313206,59.05809196530846,121.58010145639011,79.0004909180167,106.03583701521846,64.42497136311569,71.65504827360498,81.78874161348388,91.63459335624285,56.98985436098838,105.89428898707249,86.02700049091801,65.4295532646048,39.68041237113402,62.52855506463754,51.47668139420717,74.27082310587465,75.24120438553429,92.72884961544756,74.23073146784488,40.90050728195058,82.25576828669612,59.54573719522173,67.34396989036165,72.94910816560301,67.92996236295205,66.06529209621993,82.28162330224185,96.19358533791524,58.49402716413026,122.2740958926526,62.047782686957945
SYNE2,166.0138265726582,165.02815676220126,167.48965296218296,152.7911821261789,169.34346671550225,158.60914751396393,166.89089826938925,135.89712480542076,149.9688673198425,149.28692427433384,150.01149162164637,144.11326801574947,126.82226902298325,166.43924549033972,132.36988371028295,165.0476146872997,92.00590605255928,161.3501053017123,144.26810731617985,150.25899642889846,141.72859628239172,148.3618716234777,144.63029942312974,164.70030217013095,115.01034703781706,123.45531544730336,148.1757622928303,127.26577236516802,139.83824741324054,124.27694350334218,152.22699386503066,146.54312791868875,138.33563776210968,101.51840490797547,147.35830052193023,124.26517718157677,97.45417086347405,165.8329365442725,133.79301346030584,122.35775112169215,159.52852302902664,172.10035711015476,175.86782345939017,129.60543906235694,125.56368464426335,121.38100906510392,137.93127918688765,90.20295760461497,134.49674938192473,117.01492537313433,157.65694533467632,162.78985440893692,112.5879956047981,148.43851295668895,129.67301529163996,163.28056038824283,140.3436956322681,136.65204651588684,155.64902481457742,114.50077831700393,137.23885175350242,171.02779049537588,124.91818514788024,125.73876018679609,144.01400970607088,137.45549858071604
