,04b79e3e-70bd-4251-bc84-3c63215be8d1,06723dbf-d641-487a-aa5f-dd2be8e9b285,0a2b41db-856c-4ef9-99e1-e343b6b4b60e,0b1394da-3e8c-45d9-9e24-120ca96251ce,13959442-2d75-4cb9-8d9b-5237d4432011,13bb423e-3232-4409-8c7c-91bfbd688866,19494837-3460-4f6e-bb12-99acbaefed99,19a1ef7a-0f0a-490d-9286-e6f8a6441833,1d5255fa-7616-42a6-8a6b-63a76c98b36a,221a1c9a-c8d4-44e1-a808-ae6d5f23526d,23e63c6e-2cf3-4b4d-ad9b-55e9bcdb8424,2bb83c94-f797-496d-9b3c-1ba431f5a1ce,37373758-bb5b-4324-a1ed-c86bac68a5ba,39e8284e-0221-4226-a554-3437a3fd9a9b,41f6d13d-aaaa-4ef4-bdd3-5b2251173857,475f84ad-2584-450f-92d1-e10309d8073e,48ad6981-df11-4452-a37d-3397736fcdcf,4cfff5c0-73ee-485e-ba7e-321d0fd1cea2,4d6c7148-8362-4068-a43d-f56874fc2c23,4f3fbed7-15c3-4921-882a-4f89dc9082f6,585f7f4d-0ef8-42d3-bd41-0b5c29c9f323,58dc9321-1649-4884-a25b-a64c613cf428,5a89fdaa-f63b-4ea3-91be-7767148c68b5,5ae6c31e-eae4-4255-b559-56d901e00b1c,5b753f81-f887-4aaf-aedf-e989cba28514,5b85ea9f-c814-4545-a6f0-94f098b06db1,5c45b2be-7fdd-4665-9371-cda9cb99977e,5d8da7f2-8875-4cdb-8306-20cd4557cc62,5e769bda-726f-4216-8994-4e43809890b9,60165b6c-4a94-4d86-802b-fcff7afa83d4,60917047-08f1-4023-a1b8-89235364ec78,68045c4c-6858-4507-8054-549d42612069,68da9861-b87d-4451-ba26-26be8aaa362d,6a7108d7-bd17-4a58-9640-c9225431ce4c,6eb355bf-463b-4f35-ae49-23ef0418e227,76f510ec-2f9e-4469-acaa-fd0e97486954,7802fbcd-e56e-4fd8-9370-7da1b0d38a08,80b25efb-c216-4d42-aa40-3976ffe5ea47,83070457-32ee-445f-908f-9ebb68f27c59,84fc5eb0-7037-4df2-840f-6dcc4948fd8f,85e8cd6d-2c9f-4090-ba79-70b1ac1719ae,8d8666e3-9b09-49d4-9f0e-16ccc36b3454,964b182c-c84c-45c8-8af6-d81c5327a46c,99b3815a-1385-4845-85df-2d9733eb2846,9ae81312-0a0c-4961-9cb9-f9e3335c8a83,9dccbc01-402d-40c6-b21e-7457965b3151,9ecb6489-6c4c-499f-8afb-db1ef503d596,a01c376e-178a-4347-b435-932a492e67b0,a1b7a52c-a1d2-47c4-a7f2-2b4e3077ddce,a71f1add-ed27-4c38-8de1-7f3206e1e36b,ac059c90-c0aa-406e-97d3-14e81723c68d,b852b909-b990-4d0c-ae1b-e2af41a27d2c,b89eea94-b74b-4834-b152-620f125f282b,b9c04655-5c66-4a77-aa5f-4eb05d66cbdd,be124f8b-d356-43e8-b956-cc286d67519f,c322afe8-f04e-4e59-883b-9fa003ff8372,c390636e-aac7-4a13-86b6-ffe18c5cedf8,c46951bf-aee8-43b2-a91e-206af0e07863,c5859949-dee8-443a-a1a1-af1bf98671f8,c5daf469-11eb-41e8-9e38-15c39937cf04,c5e15197-cad3-48ab-9675-84e366a00ec2,c6bed926-1efb-4c0f-8725-58d96117ef12,c72bc3ce-d7b8-481f-98db-71871a7cb2f7,c778cd10-999f-4f9c-80a6-5296ae35ecf1,cfc23ae0-f005-48a6-8e96-6358fac98a73,d21e40b2-7d13-42a7-b720-529bcfd9c63f,d4adaa2a-8bb4-4563-8d79-417d26b51e91,d73cce86-7238-4db1-9a2b-154646f9641b,d8a41cb9-8142-47b9-b4f2-0e133dc073d9,deea1e04-9ddd-44ab-9d91-866a4f0fc237,e34ee008-15ab-4910-b114-b359574bd20b,e5a15476-6c18-4a78-82dd-15ae1a5f6f1b,e5c155f5-62b4-4083-86f9-f42540b4c653,e78fc967-8bea-468a-81b0-1fde52b961d0,e9dca749-85e2-4f8e-ae69-6181534af6ac,edba656c-4749-4c75-befc-968a47da8656,ef5564a3-4672-468e-b0c3-513fd6e70243,f6c60524-811d-4f7b-a481-a69671805189,f8aa6c65-41a0-4801-9de2-562bd09e8951,f8e1e0e9-ef30-4cd6-81aa-c29626a51e3c
HRNR,44.26675672867089,69.79258027642108,51.873739997921646,80.03772212407773,65.01423672451419,51.52613530084173,55.70071703211057,57.24077730437494,65.1137898784163,65.94970383456302,50.745921230385534,69.63649589525096,101.36350410474904,49.545671827912294,68.13062454536008,56.59274654473657,54.2262288267692,59.74259586407565,50.82531435103398,53.32588589836849,51.340642211368596,57.52520004156708,62.31248051543178,68.86927153694275,67.23963420970591,67.64657591187779,59.0899927257612,65.63400187051855,80.88797672243584,64.04187883196508,67.23121687623403,64.10454120336694,60.8566974955835,54.939727735633376,45.77886314039281,52.50306557206692,55.2892029512626,49.88288475527382,95.20284734490284,83.11036059440923,64.49059544840486,50.71194014340642,52.39613426166476,63.95469188402785,46.80962277875922,61.89597838511899,58.427205653122726,77.26561363400187,69.690221344695,63.84048633482282,50.38470331497454,79.15213550867713,62.76691260521667,61.403512418164816,94.68731164917385,42.17832276836745,56.20648446430427,55.182271640860435,76.54463265094046,64.24670061311441,63.96601891302089,62.91811285461914,65.72846305725865,69.16907409331809,38.54639925179258,53.52166683986283,110.75340330458278,46.585264470539336,85.43801309362985,53.54972461810246,54.31435103398109,46.196092694585886,67.53694274134885,63.64813467733555,44.815753922893066,59.33253663098826,63.46045931622155,39.830821988984724,60.518861062038866,68.5372544944404
SCN1A,44.5000617512659,84.81561072001976,55.643448190687906,63.99555390885513,71.38853896504878,51.576756823514884,45.51414103989132,45.78720513770532,63.994936396196124,56.42386068914413,48.871804371989626,54.63171545016673,62.36494998147462,45.72607138446338,50.79152772631839,46.36532048907003,54.99555390885513,47.24935161170804,45.73965666296159,45.346301099172535,46.2078547610226,54.248363591453625,57.7595405705817,57.387303939730764,64.75744102754106,75.81289366432011,62.834136099790044,52.9933308632827,71.43411139928368,55.59133012226751,65.64233666790169,68.86204767197728,51.215758923057926,54.00098802025442,48.98369766580215,54.876497468198096,60.61072001976041,57.67679387427442,64.64418920587872,72.03593923675436,59.26207237248364,51.37557119920958,47.85019142892429,49.33950845992343,47.2923304927751,50.19982709645548,52.13832283561813,63.44325058663703,58.78621711745091,85.17228603186365,48.53958256144251,73.31616648141286,57.88415462516981,50.51154748672348,66.78041249845622,44.27862171174509,54.32950475484748,49.950475484747436,73.26157836235643,69.74274422625663,55.47721378288255,41.584043472891196,66.68346301099173,60.25774978387057,59.60652093367914,53.42003211065827,56.98419167592936,52.59392367543535,48.02062492281092,45.62368778559961,51.3052982586143,45.215758923057926,57.04100284055823,62.79461528961344,45.02148944053353,64.57589230579227,59.47091515376065,62.79918488329011,53.424972211930346,63.078053600098805
ERBB4,19.293589321028346,36.45088991430455,23.47898813447594,22.747857613711272,30.709624258404745,22.96193144363876,20.21926499670402,20.19363876071193,21.51606789716546,24.194215557020435,20.648566249176007,23.86577125906394,27.38529993408042,20.961519446275545,22.371044825313117,20.417106130520764,24.078938694792352,21.53716216216216,19.106789716545816,20.167847725774553,20.118325642715888,13.152851021753461,25.41554054054054,24.81641397495056,27.175263678312458,26.411667765326303,28.31056361239288,23.510711931443637,30.728164139749506,24.190342781806198,27.686387607119315,29.62986156888596,21.91117336849044,23.10135135135135,20.70311470006592,22.784113381674356,25.052076466710613,25.23417930125247,22.508157547791694,31.768622280817404,25.21753460777851,22.469841793012524,21.67823005932762,17.909525379037575,19.507251153592616,21.773978246539222,22.974538562953196,28.697923533289387,23.794330916282135,37.67963085036256,20.267633487145684,30.645929466051417,21.163727752142385,22.893869479235335,28.537656558998023,19.74851680949242,22.696522742254448,22.137771918259723,24.16331575477917,29.77785102175346,23.39205669083718,17.09863216875412,28.69289716545814,24.707976268951878,25.07547791694133,22.79004614370468,20.6318391562294,21.65631179960448,20.5472972972973,19.701961107448913,21.174934080421885,20.13719512195122,20.834541858932102,26.15845418589321,19.838991430454843,27.49464403427818,21.271341463414632,36.199818721160185,23.17575807514832,26.8886783124588
HMCN1,62.23401801405976,87.69211335676626,65.20381151142355,74.10352592267135,98.0577218804921,72.89757249560633,63.37115553602812,65.19908831282953,69.91646528998243,78.9429920913884,68.84671572934974,76.89680360281196,113.99148725834797,64.62609841827768,72.14477152899825,64.8608853251318,88.24148725834797,66.0429481546573,60.21347759226713,64.27185852372584,64.25038444639719,74.86511423550088,82.37988796133568,79.02559314586995,88.26048989455184,68.63038224956064,70.75615114235501,72.85753514938489,98.6864565026362,79.95891915641477,90.98275483304042,96.55810632688927,70.43486379613357,77.74231107205624,68.17827328646749,74.84155316344464,80.0466827768014,82.76911247803163,101.25735940246045,100.0360281195079,83.3389718804921,64.52724077328647,99.25049428822496,58.994013620386646,64.99527680140598,71.58084358523726,73.46512521968366,91.49648506151142,81.22314367311073,84.28630272407733,67.08271089630931,103.02136423550088,99.24868189806678,71.29514499121265,103.48511643233743,65.3880162565905,76.52559314586995,69.34331063268893,76.91673989455184,92.7609841827768,75.55568980667839,71.08523725834797,95.11154437609842,86.51125878734622,56.409600175746924,73.70035149384886,98.11736599297012,72.35204305799648,95.16657513181019,64.94952768014059,68.89927504393673,62.03619288224956,66.78284270650263,86.48495166959579,62.82304481546573,90.72929481546574,67.71314806678383,116.60012082601054,73.7077658172232,88.51812390158172
VPS13B,93.79125869164183,105.94976585781184,81.40769121612034,69.13055200794665,158.9336597133532,132.03136086277848,55.77791968213424,56.95863488009082,96.8392933163048,196.26152972896267,108.94593444018732,69.25195118490137,104.79863771817794,85.66581524052789,62.605505889030795,115.14864481339578,99.68568185043281,59.022066127430115,53.86022420888321,125.71165034766567,133.54391939832553,66.83439761600681,112.13488009081878,72.5859230878388,86.31502767134951,104.58911593585923,108.3334752376898,120.10536398467433,129.1166453810132,136.60160351922804,117.57173265219242,267.36164325244783,126.55534269902085,64.59202497516674,60.64275578260253,103.48595146871008,85.05406555981268,121.22435078756918,199.1885199375621,173.14481339577125,74.08024691358025,77.791613452533,88.74811976727686,52.79090393075067,55.81928480204342,154.52419469277706,110.41102596849723,80.93891017454236,106.59358592308784,99.6293458209167,122.12012203774655,135.82254860224208,126.06364410387398,176.0427841634738,83.10110685398041,108.70377465588193,94.65389527458493,61.45714488434795,76.19625372498936,126.83837093798779,166.55711650347666,71.88292890591741,128.34227330779055,163.30892578402157,73.86228182205194,93.61735490279551,90.59209592734497,153.46580105009224,163.13239676458068,56.39300411522634,171.20512274726835,53.762097346388536,91.01121044416064,151.26954732510288,68.62388250319285,119.06130268199233,104.851284234426,77.09954590605932,145.94416063573152,268.5160351922804
LRP1,52.832516614083374,73.78237228972276,40.995636705376924,51.49117271933947,65.0037591461368,50.562126602671675,41.61482177619655,42.400550446398604,50.28066053567832,55.80083238235886,49.25313821574814,52.37061153252333,42.96878566154259,39.03678593005303,45.87098073437605,44.26898033161039,50.98053299322011,47.88521178760824,42.0530308115728,45.806269718735315,48.74941263341612,50.9843592669665,49.17016849030006,58.087601530509495,63.44042424649258,68.19621400281936,47.62475666241525,52.88749412633416,59.95354769416661,52.10263811505672,59.09814056521447,54.092636101228436,49.42270255756193,50.928039202524,44.83882660938444,47.742028596361685,54.41820500771968,44.02517285359468,55.193394643216756,70.29200510169832,54.768611129757666,45.556823521514396,42.66818822581728,47.90655836745653,43.34248506410687,49.4692219910049,52.470161777539104,65.72336712089682,55.62918708464792,52.734845942136,42.54554608310398,73.9663690675975,46.76505336644962,49.3991407665973,66.11445257434383,44.54098140565215,52.51567429683829,44.30106732899242,48.911592938175474,64.42216553668524,50.9881855407129,37.93314090085252,46.8588977646506,51.5425924682822,37.89507954621736,45.051486876552325,53.53413438947439,44.6093844398201,48.67033630932403,42.4323018057327,46.15828690340337,40.039269651607704,47.02134657984829,58.793716855742765,44.43485265489696,58.04370007384037,57.502383030140294,20.983956501308988,45.29918775592401,50.54709001812446
FAM135B,65.91367423154266,71.22752082734846,55.72450445274347,47.57397299626544,115.19721344441253,98.03447285262855,38.641913243320886,40.77061189313416,68.68931341568515,141.29359379488653,80.15311692042516,48.987790864694055,75.81786842861247,59.51206549841999,44.61447859810399,82.49296179258833,76.39141051422006,43.27190462510773,39.16704969836254,90.09709853490376,98.14406779661017,48.87029589198506,76.59523125538638,53.35277219189888,60.75337546681988,74.11648951450732,75.78066647515082,86.05975294455617,90.5494110887676,95.28152829646653,81.96768170066073,169.83970123527723,90.44541798333812,48.98678540649239,45.37661591496696,72.08948577994829,60.54696926170641,78.38738868141338,140.53662740591784,124.45346164895145,51.467538063774775,53.6798333812123,102.65297328353921,39.91884515943694,41.54854926745188,89.70626256822752,78.76773915541511,60.16891697787992,75.5590347601264,65.91195058891124,88.05142200517093,125.68830795748349,80.31470841712152,124.8758977305372,60.719477161735135,76.74633725940822,66.74317724791726,43.59508761850043,73.20942257971848,91.85205400746912,116.05070382074116,52.02484918126975,78.19290433783395,113.37690318873886,52.18256248204539,65.00043091065785,65.29172651536915,108.48233266302786,119.44584889399597,42.485349037632865,121.72852628555013,37.70367710428038,62.943119793162886,104.73355357655846,50.97902901465096,86.26371732260844,77.14090778511923,55.81513932777938,99.93335248491813,180.9382361390405
TRRAP,57.372597299444,106.15758538522637,57.413661636219224,71.36370135027799,89.6152501985703,70.24209690230342,57.07950754567117,57.609054805401115,67.90285941223193,75.48848292295473,65.18411437648928,71.05146942017474,108.41683876092137,58.42684670373312,65.34392374900715,60.874900714853055,69.67505957108817,63.527164416203334,57.352263701350275,59.92025416997617,63.46449563145354,68.21334392374901,71.8208895949166,77.91366163621922,84.25774424146148,87.00079428117553,66.0736298649722,69.61254964257347,91.21501191421763,73.66664019062748,86.631850675139,81.89769658459095,68.06902303415409,70.44853057982526,62.46671961874504,66.12549642573471,83.65131056393963,69.37640984908657,74.81485305798253,93.50031771247022,74.7890389197776,61.09880857823669,60.647736298649725,59.147736298649725,60.67617156473391,66.79515488482923,69.38395552025418,86.04455917394758,76.53002382843526,76.0429706115965,61.297696584590945,96.79054805401113,61.89483717235902,67.81612390786339,89.5559968228753,60.932009531374106,71.6486100079428,61.60389197776013,72.78435266084193,87.68610007942812,70.17617156473392,73.48482922954726,76.37458300238285,74.69324861000794,53.75027799841144,93.07220015885623,64.6571882446386,63.98856235107228,63.63558379666402,57.02104845115171,62.79428117553614,56.98252581413821,62.24455917394758,115.73415409054806,58.50452740270055,79.7880063542494,68.48308181096108,55.26282764098491,65.3746624305004,74.68880063542494
CCDC168,0.0035404826236839653,0.007080965247367931,0.0035404826236839653,0.036988726357961424,0.006335600484487096,0.010621447871051896,,0.007080965247367931,0.008292182987049286,0.007080965247367931,0.007080965247367931,0.0,0.017702413118419826,0.0020031678002422437,0.01094754495481226,0.011180471443212521,0.007080965247367931,0.014161930494735861,0.0035404826236839653,0.007080965247367931,0.014161930494735861,0.014161930494735861,0.024783378365787756,0.014161930494735861,0.014161930494735861,0.029255566943072766,0.013975589304015653,0.014022174601695706,0.014161930494735861,0.023665331221466506,0.024643622472747602,0.024783378365787756,0.007080965247367931,0.024783378365787756,0.024783378365787756,0.010621447871051896,0.014161930494735861,0.007080965247367931,0.036942141060281375,0.05692723376502376,0.027485325631230784,0.01691046305785894,0.0016770707164818783,0.024550451877387497,0.021242895742103793,0.021242895742103793,0.014161930494735861,0.012484859778253983,0.024783378365787756,0.010621447871051896,0.014161930494735861,0.007080965247367931,0.014161930494735861,0.0,0.0342867790925184,0.01779558371377993,0,0.028323860989471723,0.03186434361315569,0.010621447871051896,0.030000931705953603,0.024783378365787756,0.007080965247367931,0.028323860989471723,0,0,0.007080965247367931,0.021242895742103793,0.010341936084971583,0.010621447871051896,0.007080965247367931,0,0,0.007080965247367931,0.0,0.007080965247367931,0.021242895742103793,0.010621447871051896,0.007080965247367931,0.010621447871051896
PRUNE2,35.395581691036234,49.600286077558806,34.76613159567705,63.378417037507944,55.44500953591863,41.58780991735537,35.104100445009536,36.03893833439288,41.93626827717737,43.553242212333124,40.38493324856961,64.75913858868404,34.775667514303876,35.33335982199618,39.64200572155118,35.730610298792115,40.16362047043865,36.7229020979021,33.207326764144945,37.13246980292435,37.501112523839794,42.98863636363637,45.27638270820089,45.04473935155753,49.55562619198983,28.572949777495232,40.64995232040687,41.032104259376986,54.969882390336934,42.16147488874761,49.874761602034326,52.12809917355372,39.69373808010172,42.32143992371265,38.45128734901462,40.76231722822632,46.70716783216783,43.151303242212336,45.945565797838526,54.891767323585505,45.75675460902734,36.55650031786396,37.38231087094724,34.30562619198983,35.96543229497775,40.62817863954228,42.01549586776859,53.3508423394787,46.60433884297521,44.81770502225048,37.609742530197074,56.41211061665607,38.03027654164018,39.6583757151939,54.154322949777495,35.84972981563891,42.532422123331216,38.258502860775586,47.631357279084554,47.908137317228224,41.645581691036234,30.11451048951049,50.328194532739985,37.228941513032424,47.1987444373808,40.40948823903369,41.205340114431024,39.25842339478703,39.0282104259377,37.1111729179911,37.939446916719646,33.815956770502225,41.26652892561984,49.063493324856964,34.71050540368722,49.840273363000634,41.902336300063574,33.602113795295615,39.705657978385254,42.51454227590591
TG,95.97112426035503,105.69928994082841,84.49491124260355,69.45360946745562,165.1494674556213,140.55704142011834,56.76508875739645,61.38603550295858,97.2701775147929,215.78426035502957,120.14769230769231,72.936449704142,111.9291124260355,87.04863905325443,66.22224852071005,122.35976331360946,116.1596449704142,64.54461538461538,58.18082840236686,133.8091124260355,144.04958579881657,71.44934911242603,113.86343195266272,78.78319526627219,92.37467455621302,108.45573964497041,115.31278106508876,128.76698224852072,131.64473372781066,142.40875739644972,120.36828402366864,248.84863905325443,136.2831952662722,73.73869822485207,66.10852071005917,105.55278106508875,88.0589349112426,115.09360946745562,208.0592899408284,186.46757396449703,74.67668639053254,80.87633136094675,151.1410650887574,59.40213017751479,61.892662721893494,130.69562130177513,118.03491124260356,91.33917159763314,114.95656804733729,98.87254437869822,123.99798816568047,184.9771597633136,124.28710059171597,192.12130177514794,90.57065088757396,115.45514792899408,102.17112426035503,64.19195266272189,106.9115976331361,135.74224852071006,173.72343195266274,75.6778698224852,115.7568047337278,170.2844970414201,78.481775147929,98.69692307692307,97.60852071005917,154.77822485207102,179.39834319526628,62.77585798816568,182.08307692307693,56.806745562130175,89.41100591715977,152.81585798816567,71.77112426035502,126.3087573964497,115.48437869822486,81.33076923076923,144.90544378698226,266.4269822485207
CUBN,54.418779814210396,55.13884007029877,55.339777387229056,63.71688007364633,84.97732027784753,62.63896560381622,55.22428655117583,57.90626830697129,61.190225123441294,68.77077579713783,60.85597121098,68.47116913549252,51.365972047870116,56.44940999246799,61.612185120093734,56.519541384216254,66.635366976316,56.47870114653946,52.1384216252406,56.335509247635784,57.23742572600218,65.78249225876642,71.53150891287974,70.53653025357771,77.31659553100678,59.00225960331409,62.42857142857143,65.33944263118252,86.52966775462382,69.57628253410327,79.68842580969118,82.18369738053394,61.736295924345136,68.41208469327977,60.09490333919157,64.19851033559294,70.24085697547912,70.75110887940413,65.20620972466315,88.82006862498955,71.20738137082601,56.7816553686501,57.586074148464306,49.9210812620303,56.34663988618294,63.765838145451504,65.2226964599548,80.09507071721482,71.12201857896058,74.06159511256172,58.737383881496356,90.39593271403464,57.73470583312411,62.25023014478199,85.05573688174742,57.00644405389572,65.72231985940246,58.67855050631852,68.38505314252238,82.35325131810194,65.18127039919659,47.60875387061679,82.36354506653277,72.3585237258348,49.638296091723156,62.78391497196418,57.91287973889028,62.94476525232237,58.77855887521968,55.20060256088376,58.98577286802243,54.23064691605992,58.55092476357854,75.29249309565654,56.1595949451837,78.75169470248557,58.935643150054396,51.770106285044776,63.16595531006779,77.43685664072308
DMD,16.660934365147607,69.8469475494411,24.284537116652334,32.977285755230724,37.4402407566638,56.73344797936372,47.939309257666956,24.73602751504729,28.73638578389223,33.782172542275724,25.765047291487534,57.66974777873316,22.77901977644024,71.72542275723703,27.50093149899685,30.188664373746057,28.54535683576956,24.885568930925768,24.421754084264833,30.743909429636,47.96359988535397,27.910934365147607,30.40147606764116,31.96367153912296,33.31749785038693,37.24792204069934,26.869518486672398,29.146316996274003,37.76053310404127,29.124605904270563,34.529378045285185,37.48065348237317,29.16981943250215,29.11908856405847,26.069002579535685,29.0073086844368,58.35318142734308,31.524004012611062,32.88377758670106,38.57301519059902,31.78683003725996,48.74175981656635,49.88549727715678,45.827529378045284,24.46617942103755,27.748566924620235,28.394095729435367,68.18952421897392,60.164230438521066,42.199125824018346,50.27880481513328,38.91236744052737,26.881556319862426,26.170106047578102,57.4317139581542,50.307824591573514,28.395027228432216,51.35404127257094,31.616079105760964,72.28496703926626,28.0,40.29499856692462,37.36607910576096,31.395457151046145,22.113642877615362,27.331112066494697,52.89889653195758,27.837704213241615,50.98359128690169,40.79471195184867,28.021782745772427,24.760533104041272,26.671252507881913,33.60096016050444,24.26920321008885,33.42390369733448,27.39896818572657,44.616007451991976,31.122098022355974,33.34558612783032
PRKDC,52.51128877044933,58.681841735139535,46.566141091124436,38.79176845066252,69.75342364349693,74.14952994300096,32.51950551484196,31.562958027981345,53.02753719742394,105.11962395440077,55.8997705233548,39.088977718558,58.86786586719965,47.15330520393812,35.063439188689024,65.36501591531571,48.05329780146569,33.361536753275594,31.967725220223553,72.04100969723888,77.64719816418683,36.77999851950551,62.48027241098527,39.8865941224369,49.395810200607,57.72218520986009,62.51484195721371,68.14375601450885,48.6655562958028,77.36412761862462,45.23325190613665,143.7153009105041,72.97601598934044,38.482493152713005,34.76445332741135,36.40543341476053,43.35716929454438,66.41764749426308,112.5600710637353,98.91235472647864,42.06669627655637,34.21363535420831,33.92915833888519,30.60478199718706,32.50884595454882,36.71633725664372,46.25331260641054,46.63942556813976,61.08150122140795,55.73210452291065,33.41342808498038,52.545636242505,35.42031238433637,100.47849581760308,48.00429343400696,32.91872085276482,53.040417499444814,33.75549633577615,40.327929528462505,48.93522836627434,92.56939817899179,41.45021837293656,65.51758087201125,92.29261973499149,42.970612184469616,53.55355688800059,50.60707676363906,84.8468428455104,94.14146124805686,33.13635354208306,98.60944555481531,30.691168850396032,34.33311125916056,84.73699015471168,40.0478199718706,46.3944037308461,60.60034051373159,44.25871641128137,82.61329484047673,148.01110370863867
DNAH10,54.08132384439992,75.59939197125682,42.13666827886409,50.319836937746146,67.4819318731431,48.86201893180405,41.08194569197816,42.70752435569681,48.046638568368685,53.39977889863884,46.75050093277137,51.81413666827886,41.56650314378498,41.31734954743315,48.3628135148207,43.319076901817176,50.69494921578111,45.05976646168728,40.751260968700336,42.77509845919989,45.366613694465556,48.35452221377738,51.59932287708146,54.7826988184896,60.37041387411041,61.93622607614178,46.7513300628757,49.53147239687694,63.40122987632142,51.73108546949492,58.17232087335038,59.027430387618324,47.27976231603676,50.012160574863536,46.00946590202446,47.043252953776,57.20044220272231,50.15622193049126,52.166378774269326,68.00449112139846,52.83486492088717,44.22497063497547,44.3737994887031,40.531748773578386,42.63849927451116,48.208733503765636,49.274856629586125,62.250190008982244,54.62633869964762,54.69591653423616,42.496165273267465,70.04981690043529,44.977406204656944,46.546604021281006,64.53699993090582,44.11137981068196,50.79893594969944,45.30719270365508,51.85600773854764,64.0909279347751,49.33704138741104,36.5870241138672,57.074207144337734,54.94741933255027,37.26642714019208,47.203344158087475,47.72928902093553,47.19256546673115,44.652525392109446,41.50120914806882,45.615974573343465,40.97070406964693,43.99557797277689,56.594900849858355,43.597457334346714,58.63393905893733,48.44634837283217,21.383541767429005,47.32743729703586,55.242244178815724
USH2A,56.243658317004716,78.07085738494942,57.48885240692687,66.6670550230366,87.2101890589419,66.23063072604988,55.66223587353704,57.170100090028065,64.91415558968384,70.96229412699253,59.99671662341789,67.49626648308002,102.79595403272785,57.45347667213896,62.926071069215695,57.951384843510034,76.7409839538209,58.705873007467034,54.31282105597627,57.346872848593975,58.244293809246415,67.13075252872954,72.0545993750993,70.35725255520839,78.18434570777949,61.66006460837791,62.054281628978444,66.27352645236456,86.4035905311656,101.24016310967536,80.00217126515913,84.03368108881004,61.91553248954086,69.15288884181538,60.92013980829317,65.30154106868612,96.71572313721336,71.86850606365513,90.59418524598846,86.4530530106445,73.49012339141026,58.34851453688503,86.61801620505216,51.998940846263835,57.70995074935127,64.27998729015516,64.12423873325213,81.99592225811577,72.1774082508076,73.99782873484087,57.9408462638352,90.1972673833607,90.11926071069216,62.17465445109357,94.03140390827728,56.735317481332416,68.2911613620717,60.66922628819573,70.32039400518985,85.29587459619763,68.96181750781126,65.12794577132871,82.78308531483344,75.60970184822327,49.90377588306943,65.09368214796378,87.65212095535666,63.44653921516708,83.45035216861727,57.348355663824606,60.471164539532914,54.12127310279087,59.903617010009,78.88471111581846,55.09844833977652,81.02102420166287,60.404543769528146,103.36731451570195,63.992744796907274,76.8219562569507
SACS,52.67404901710493,74.00938218023998,74.19038805208068,72.6880903752872,81.73589481746234,60.283954557058976,52.42519785550166,53.63281848353331,67.8693515445494,62.5147434260914,58.706471789634925,41.685154454940005,72.94932346183303,52.72874648966045,57.755999489405156,52.151455195302525,59.97517232575951,55.80386775593566,49.4147944855757,52.24221342864437,30.759509828950726,61.94683431197345,67.15898646923667,66.96885371457748,74.61022466173091,86.44089864692367,57.94389839162624,61.728555016594335,81.49910645902476,65.0456982384478,76.55520806739852,78.12069185601226,57.837311718151646,62.32895072759765,57.22951238192494,62.2352565739086,64.91632627010468,66.38352055144243,73.64500893540975,81.02731682410008,68.5542507020679,54.24151136073526,52.54869798315037,52.34177942302783,51.27138115905029,59.06733469491958,58.51040336992596,74.37343630329333,66.94198366096502,93.39794485575696,53.858565228491194,81.3050165943324,65.76678580546337,57.35377840183814,77.47549144753638,53.0550165943324,67.7406816441154,59.09082205769722,77.96687515956089,75.75727597651263,62.3374393668624,64.31318611182027,78.71234363032933,67.19900434005616,47.34611947919326,57.3401199897881,63.33271636456472,59.99808526933878,53.70091907071738,50.78867755935665,54.74272402348736,48.66185856522849,65.90688026550932,72.3163135052336,52.88939239213684,74.41913454174113,84.41243298442686,50.82422772529998,57.728555016594335,74.10001276487108
APOB,68.33368741590539,125.57198498689894,81.07747326676581,87.74640606189364,106.69761348346434,78.98640322923306,67.88747255860066,69.50095602294455,84.90029034770909,119.85418879682742,75.12272501947454,81.83995467743078,97.56575313363076,68.49330783938815,76.37950570072941,70.28085829615466,79.69187734579704,70.05289993626513,65.74251115360101,69.21924792861695,69.33736987465477,80.59804546420226,89.38368387507967,87.07626938602083,93.37908080164294,101.98902344026627,95.5050633807804,80.70342043764606,105.38587918702642,86.54082572055803,98.44649812336237,101.49529070179166,74.1477940655761,81.79534027335174,71.86813965016641,80.49635294950782,86.998796119255,85.24729126832378,92.21662771758373,105.25911762623043,89.0259896607889,77.13483464343885,72.2906309751434,68.97223992635082,69.81361093406983,77.91062955881311,77.09970965229091,96.9828624035125,87.18284824020962,125.2334820480136,72.00609022023936,149.29417180086395,76.52043056440762,81.39048226046314,99.44826853622264,69.04241909213229,83.44571914170385,73.94525883436017,93.08710431272573,105.39961759082217,80.55803413355994,56.79222434671765,99.20211033212945,88.49359110544579,88.38807449897315,76.90220239359819,113.51986403229233,78.26485376389775,71.46930104100277,67.65498194178882,73.84193753983429,65.78422208058919,79.86466964096027,89.76935061256285,68.35755258126196,96.42978542596133,79.27356419517031,93.8490191912754,76.03845336732526,145.37978896678706
